0,-8.4511,26.23
6.8446e-05,-8.4511,26.23
0.00013689,-8.4511,26.23
0.00020534,-8.4511,26.23
0.00027379,-8.4511,26.23
0.00034223,-8.4511,26.23
0.00041068,-8.4511,26.23
0.00047912,-8.4511,26.23
0.00054757,-8.4511,26.23
0.00061602,-8.4511,26.23
0.00068446,-8.4511,26.23
0.00075291,-8.4511,26.23
0.00082136,-8.4511,26.23
0.0008898,-8.4511,26.23
0.00095825,-8.4511,26.23
0.0010267,-8.4511,26.23
0.0010951,-8.4511,26.23
0.0011636,-8.4511,26.23
0.001232,-8.4511,26.23
0.0013005,-8.4511,26.23
0.0013689,-8.4511,26.23
0.0014374,-8.4511,26.23
0.0015058,-8.4511,26.23
0.0015743,-8.4511,26.23
0.0016427,-8.4511,26.23
0.0017112,-8.4511,26.23
0.0017796,-8.4511,26.23
0.001848,-8.4511,26.23
0.0019165,-8.4511,26.23
0.0019849,-8.4511,26.23
0.0020534,-8.4511,26.23
0.0021218,-8.4511,26.23
0.0021903,-8.4511,26.23
0.0022587,-8.4511,26.23
0.0023272,-8.4511,26.23
0.0023956,-8.4511,26.23
0.0024641,-8.4511,26.23
0.0025325,-8.4511,26.23
0.002601,-8.4511,26.23
0.0026694,-8.4511,26.23
0.0027379,-8.4511,26.23
0.0028063,-8.4511,26.23
0.0028747,-18.621,27.672
0.0029432,-60.429,31.711
0.0030116,-90.46,30.212
0.0030801,-109.71,29.596
0.0031485,-127.73,31.765
0.003217,-159.06,30.656
0.0032854,-166.97,29.328
0.0033539,-173.89,29.332
0.0034223,-173.89,29.333
0.0034908,-173.89,29.332
0.0035592,-173.89,29.333
0.0036277,-173.89,29.332
0.0036961,-166.97,29.328
0.0037645,-159.06,30.653
0.003833,-127.73,31.765
0.0039014,-109.68,29.563
0.0039699,-90.399,30.192
0.0040383,-60.429,31.711
0.0041068,-18.621,27.672
0.0041752,-8.4511,26.23
0.0042437,22.825,35.159
0.0043121,67.516,30.401
0.0043806,91.775,24.152
0.004449,96.631,23.765
0.0045175,126.09,29.201
0.0045859,137.29,32.944
