,SEC_IN_YEAR,temp_default_gradient,temp_all_solid,temp_all_liq,temp_melt,rho,bias,melt_f,prcp_fac,temp_bias,reference_mb
all,31536000,-0.0065,0.0,2.0,-1.0,900.0,0.0,4.982910623659388,2.5362334622185574,1.6313257929965705,-275.36321871364584
