-1.5961e+06,-4.7469e+05
-1.5947e+06,-4.6881e+05
-1.5931e+06,-4.6214e+05
-1.5951e+06,-4.5613e+05
-1.5978e+06,-4.504e+05
-1.6012e+06,-4.4401e+05
-1.6023e+06,-4.385e+05
-1.5969e+06,-4.3437e+05
-1.5893e+06,-4.2976e+05
-1.5829e+06,-4.2292e+05
-1.5784e+06,-4.1461e+05
-1.5765e+06,-4.0562e+05
-1.5785e+06,-3.9669e+05
-1.581e+06,-3.8855e+05
-1.5823e+06,-3.817e+05
-1.5843e+06,-3.7437e+05
-1.5859e+06,-3.6572e+05
-1.5862e+06,-3.57e+05
-1.5868e+06,-3.4874e+05
-1.5887e+06,-3.4065e+05
-1.5937e+06,-3.3408e+05
-1.6015e+06,-3.3098e+05
-1.6105e+06,-3.298e+05
-1.62e+06,-3.2855e+05
-1.6294e+06,-3.2642e+05
-1.6371e+06,-3.2564e+05
-1.6414e+06,-3.3006e+05
-1.6441e+06,-3.3857e+05
-1.646e+06,-3.4701e+05
-1.6485e+06,-3.5256e+05
-1.6521e+06,-3.5835e+05
-1.6554e+06,-3.6246e+05
-1.6614e+06,-3.5894e+05
-1.6686e+06,-3.5374e+05
-1.6747e+06,-3.5081e+05
-1.6794e+06,-3.461e+05
-1.6857e+06,-3.4086e+05
-1.6939e+06,-3.4038e+05
-1.7023e+06,-3.4423e+05
-1.7096e+06,-3.493e+05
-1.713e+06,-3.5596e+05
-1.7141e+06,-3.6423e+05
-1.7149e+06,-3.7264e+05
-1.7146e+06,-3.8137e+05
-1.7157e+06,-3.8974e+05
-1.7223e+06,-3.9382e+05
-1.7312e+06,-3.9456e+05
-1.7388e+06,-3.9806e+05
-1.7454e+06,-4.0077e+05
-1.7501e+06,-3.9577e+05
-1.7515e+06,-3.8624e+05
-1.7511e+06,-3.7641e+05
-1.7493e+06,-3.6704e+05
-1.7492e+06,-3.584e+05
-1.7531e+06,-3.5342e+05
-1.7593e+06,-3.5618e+05
-1.7657e+06,-3.6221e+05
-1.7735e+06,-3.6594e+05
-1.782e+06,-3.6837e+05
-1.7868e+06,-3.744e+05
-1.7855e+06,-3.8299e+05
-1.7818e+06,-3.9192e+05
-1.7803e+06,-4.0095e+05
-1.7836e+06,-4.0914e+05
-1.7894e+06,-4.1641e+05
-1.7951e+06,-4.2244e+05
-1.8028e+06,-4.2531e+05
-1.8114e+06,-4.2818e+05
-1.8198e+06,-4.3245e+05
-1.8284e+06,-4.3507e+05
-1.8368e+06,-4.3266e+05
-1.8432e+06,-4.2611e+05
-1.8487e+06,-4.2003e+05
-1.8566e+06,-4.1928e+05
-1.865e+06,-4.2238e+05
-1.8712e+06,-4.2855e+05
-1.8766e+06,-4.3589e+05
-1.8823e+06,-4.4366e+05
-1.8885e+06,-4.4848e+05
-1.8927e+06,-4.4474e+05
-1.8934e+06,-4.3567e+05
-1.8951e+06,-4.2676e+05
-1.9012e+06,-4.2041e+05
-1.9094e+06,-4.1755e+05
-1.9176e+06,-4.1811e+05
-1.9252e+06,-4.1636e+05
-1.9316e+06,-4.1033e+05
-1.9371e+06,-4.0294e+05
-1.9411e+06,-3.9508e+05
-1.9442e+06,-3.8714e+05
-1.9465e+06,-3.7935e+05
-1.948e+06,-3.7138e+05
-1.9492e+06,-3.6373e+05
-1.9533e+06,-3.577e+05
-1.9575e+06,-3.5156e+05
-1.9558e+06,-3.4418e+05
-1.9533e+06,-3.3585e+05
-1.9538e+06,-3.2713e+05
-1.9558e+06,-3.1953e+05
-1.9597e+06,-3.135e+05
-1.9673e+06,-3.0906e+05
-1.9749e+06,-3.0573e+05
-1.9776e+06,-3.012e+05
-1.9755e+06,-2.9406e+05
-1.9713e+06,-2.8593e+05
-1.9677e+06,-2.7748e+05
-1.9665e+06,-2.6926e+05
-1.9659e+06,-2.6142e+05
-1.9665e+06,-2.5342e+05
-1.9703e+06,-2.4557e+05
-1.9739e+06,-2.3895e+05
-1.9733e+06,-2.3345e+05
-1.9742e+06,-2.2702e+05
-1.9758e+06,-2.1901e+05
-1.9725e+06,-2.1167e+05
-1.9665e+06,-2.0608e+05
-1.9609e+06,-2.0006e+05
-1.9552e+06,-1.9325e+05
-1.9485e+06,-1.8707e+05
-1.9405e+06,-1.8274e+05
-1.9337e+06,-1.7805e+05
-1.9281e+06,-1.7164e+05
-1.9223e+06,-1.6484e+05
-1.9168e+06,-1.5762e+05
-1.9128e+06,-1.4975e+05
-1.9096e+06,-1.4133e+05
-1.9072e+06,-1.3231e+05
-1.906e+06,-1.2276e+05
-1.9062e+06,-1.1322e+05
-1.9076e+06,-1.0441e+05
-1.9071e+06,-95678
-1.9033e+06,-87298
-1.9001e+06,-79359
-1.9009e+06,-71079
-1.9023e+06,-62721
-1.9041e+06,-55667
-1.9082e+06,-48967
-1.9106e+06,-40363
-1.9085e+06,-31770
-1.9024e+06,-26817
-1.8944e+06,-25310
-1.8897e+06,-23222
-1.8929e+06,-18408
-1.8996e+06,-12697
-1.9065e+06,-6958.2
-1.9144e+06,-2432
-1.9192e+06,2593.9
-1.9164e+06,5416
-1.91e+06,5789
-1.9049e+06,10780
-1.9014e+06,18745
-1.8997e+06,27558
-1.898e+06,36741
-1.8956e+06,45888
-1.893e+06,54526
-1.8877e+06,59914
-1.8796e+06,62505
-1.8733e+06,67848
-1.8696e+06,76171
-1.867e+06,84666
-1.8659e+06,92981
-1.8648e+06,1.0195e+05
-1.8633e+06,1.109e+05
-1.8598e+06,1.1908e+05
-1.8547e+06,1.2678e+05
-1.8493e+06,1.3313e+05
-1.8425e+06,1.3532e+05
-1.8362e+06,1.3776e+05
-1.8303e+06,1.4314e+05
-1.8232e+06,1.4553e+05
-1.8156e+06,1.4493e+05
-1.8083e+06,1.4739e+05
-1.8017e+06,1.526e+05
-1.7956e+06,1.5889e+05
