
                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016b (9.1.0.441655) 64-bit (glnxa64)
                             September 7, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Non-Degree Granting Education License -- for use at non-degree granting, nonprofit,
	educational organizations only.  Not for government, commercial, or other organizational use.

>> >> >> >> >> >> >> >> >>  On input UserVar=10.000000 

 
 **************************     Úa version: 13 Jan 2017  ********************** 
    Run starts at 21-Feb-2017 18:37:10  
    Experiment: UaOpt-ConjGrad  
    Inverse-modelling restart run.  
 	CtrlVar.Inverse.InvertFor='logAGlenlogC'
	CtrlVar.Inverse.Regularize.Field='logAGlenlogC'
	CtrlVar.Inverse.DataMisfit.GradientCalculation='Adjoint'
   Running on: bslicea.nerc-bas.ac.uk
 ***************************************************************************** 
 
 Inverse run: loading restart file: IR-UaOpt-ConjGrad-UaOptimization-Nod3-I-Adjoint-Cga1k000000-Cgs10k000000-Aga1k000000-Ags10k000000-0-0-logAGlenlogC 	  done 
  Setting h(h<50)=50 
  Calling UaOutputs. UaOutputsInfostring=Start of Inverse Run , UaOutputsCounter=1 
 
 ===========   Inverting for model parameters. ================  

 +++++++++++ At start of inversion:  	 J=28.51 	 I=27.8252 	 R=0.684863  |grad|=0.300008 	 	 gamma=0.00957053 
 

   It         J           I          R         |grad|      gamma   #ccUpdate
11023     28.4967     27.8117    0.685017    0.324985    0.018852      2
11024     28.4966     27.8116    0.685018    0.300896  0.00990378      3
11025     28.4962     27.8112    0.685026    0.405315   0.0630948      4
11026     28.4959     27.8109    0.685026    0.299907  0.00788643      5
11027     27.9692     27.2737    0.695543      4.0449     75.2108      0
11028     27.9128     27.2176    0.695197     1.76778    0.012644      1
11029        27.9     27.2048    0.695245    0.634025  0.00316099      2
11030     27.8963     27.2011    0.695228     0.80806   0.0286465      0
11031     27.8952        27.2     0.69523    0.558827  0.00680354      1
11032     27.8913     27.1961    0.695207    0.969395   0.0433401      2
11033     27.8897     27.1945     0.69521    0.631755  0.00334462      3
11034     27.8873     27.1921    0.695202    0.637476   0.0193184      0
11035     27.8865     27.1913    0.695201    0.511095  0.00482961      1
11036     27.8688     27.1737    0.695089     1.65327    0.273552      0
11037     27.8627     27.1676    0.695106     0.72333  0.00427425      1
11038     27.8605     27.1654    0.695104    0.420972   0.0108938      0
11039     27.8598     27.1647    0.695101    0.504022   0.0180492      1
11040     27.8592     27.1641    0.695101     0.40361  0.00658198      2
11041     27.8458     27.1507    0.695031     1.36888    0.372807      3
11042     27.8414     27.1463    0.695043    0.452854  0.00582512      4
11043     27.8405     27.1455    0.695041    0.412169    0.016376      0
11044     27.8401     27.1451    0.695041    0.381849  0.00898682      1
11045     27.8395     27.1445    0.695039    0.449513   0.0230998      2
11046     27.8391      27.144    0.695038    0.365412  0.00726336      3
11047     27.8348     27.1398    0.695018     0.96274    0.205569      4
11048     27.8325     27.1374    0.695021    0.433604  0.00494816      5
11049     27.8318     27.1367    0.695019    0.375649    0.013512      0
11050     27.8315     27.1365    0.695019    0.350263  0.00833175      1
11051     27.8306     27.1356    0.695016    0.526446   0.0493954      2
11052       27.83      27.135    0.695016    0.343483  0.00684336      3
11053     27.7789      27.084    0.694867    0.846785     3.75123      0
11054     27.7747     27.0798    0.694865    0.575828   0.0146533      1
11055     27.7738     27.0789    0.694864    0.483778  0.00989102      2
11056      27.773     27.0782    0.694863    0.458119   0.0107121      3
11057     27.7725     27.0776    0.694863    0.416877   0.0107121      4
11058     27.7719      27.077    0.694862    0.423287   0.0142454      5
11059     27.7715     27.0766    0.694862    0.372669  0.00931111      6
11060     27.7709      27.076    0.694862    0.443724   0.0262274      7
11061     27.7705     27.0756    0.694863    0.341414  0.00698981      8
11062     27.7664     27.0716    0.694877     0.37004    0.264126      0
11063     27.7659     27.0711    0.694882    0.345298   0.0180286      1
11064     27.7657     27.0708    0.694883    0.307094  0.00837987      2
11065     27.7654     27.0705    0.694889    0.340942    0.022933      3
11066     27.7652     27.0703     0.69489    0.303496    0.010084      4
11067      27.765     27.0701    0.694894    0.310276   0.0156639      5
11068     27.7648     27.0699    0.694896    0.306647   0.0131099      6
11069     27.7646     27.0697    0.694899    0.304244   0.0148088      7
11070     27.7645     27.0696    0.694901    0.308133   0.0142187      8
11071     27.7643     27.0694    0.694903    0.298908   0.0133387      9
11072     27.7641     27.0692    0.694906     0.31367    0.016878     10
11073      27.764     27.0691    0.694907    0.289156  0.00911247     11
11074     27.7634     27.0685    0.694923    0.415166   0.0825818     12
11075      27.763     27.0681    0.694922    0.289717  0.00782681     13
11076     27.7493      27.054     0.69532     1.10677     2.34224      0
11077     27.7446     27.0493    0.695298    0.416912  0.00914936      1
11078     27.7434     27.0481    0.695304    0.542936   0.0301991      2
11079     27.7428     27.0475    0.695303    0.375436   0.0071723      3
11080     27.7413      27.046    0.695306    0.535193   0.0611472      4
11081     27.7406     27.0453    0.695306     0.32824  0.00641224      5
11082     27.7399     27.0446    0.695311    0.435775   0.0533824      0
11083     27.7396     27.0443    0.695311    0.309735  0.00738036      1
11084     27.7357     27.0403    0.695371    0.463511    0.532438      0
11085     27.7349     27.0395    0.695371    0.325318  0.00966039      1
11086      27.734     27.0386    0.695384    0.444317   0.0617704      2
11087     27.7335     27.0381    0.695384    0.299099  0.00732276      3
11088     27.7322     27.0368    0.695413    0.400307    0.165906      0
11089     27.7319     27.0365    0.695412    0.309066   0.0108287      1
11090     27.7317     27.0363    0.695414    0.329884   0.0188248      2
11091     27.7316     27.0362    0.695415     0.30377  0.00988125      3
11092     27.7312     27.0358    0.695422    0.407566   0.0705385      4
11093     27.7309     27.0355    0.695422    0.299547  0.00807086      5
11094      27.706       27.01    0.696022     1.49575     5.14663      0
11095     27.6963     27.0003    0.695989    0.745364   0.0122745      1
11096     27.6945     26.9986    0.695993    0.528379   0.0040166      2
11097     27.6891     26.9931    0.696001    0.515205   0.0517603      0
11098     27.6883     26.9923    0.696006    0.382041   0.0122931      1
11099     27.6878     26.9918    0.696008    0.371584   0.0102784      2
11100     27.6875     26.9915    0.696011    0.345175  0.00996513      3
11101     27.6871      26.991    0.696015    0.371351   0.0166623      4
11102     27.6868     26.9908    0.696016    0.319014  0.00862256      5
11103     27.6862     26.9902    0.696024    0.386469   0.0312568      6
11104      27.686     26.9899    0.696024    0.304659   0.0089108      7
11105     27.6856     26.9895    0.696031    0.370986   0.0323016      8
11106     27.6854     26.9893    0.696032    0.298152  0.00651458      9
11107     27.6844     26.9884    0.696056    0.434974    0.123909      0
11108     27.6839     26.9879    0.696055    0.296008  0.00774434      1
11109     27.6823     26.9862    0.696098    0.663292    0.313305      0
11110     27.6812     26.9851    0.696096    0.360016  0.00542027      1
11111     27.6809     26.9848    0.696098     0.30043   0.0114429      0
11112     27.6807     26.9846    0.696101    0.334385   0.0266413      1
11113     27.6806     26.9845    0.696102    0.304769   0.0121273      2
11114     27.6805     26.9844    0.696104    0.315731   0.0158236      3
11115     27.6804     26.9843    0.696105    0.303524   0.0131826      4
11116     27.6802     26.9841    0.696107    0.322156   0.0201702      5
11117     27.6801      26.984    0.696108    0.299052   0.0103928      6
11118     27.6798     26.9837    0.696115    0.371492   0.0499898      7
11119     27.6796     26.9835    0.696115    0.299221   0.0072652      8
11120     27.6783     26.9822    0.696149    0.591185    0.263472      0
11121     27.6773     26.9812    0.696146    0.299062  0.00754231      1
11122     27.6769     26.9808    0.696155    0.394107   0.0683522      0
11123     27.6766     26.9805    0.696155    0.298115  0.00812897      1
11124     27.6398     26.9427    0.697041     2.48963     7.19422      0
11125     27.6211     26.9241    0.697002     1.14058  0.00468158      1
11126     27.6159     26.9189    0.697004    0.319989  0.00917243      0
11127     27.6141     26.9171    0.697024     0.55298    0.207813      1
11128     27.6134     26.9164    0.697023    0.385251   0.0129883      2
11129     27.6131     26.9161    0.697024    0.323201  0.00584177      3
11130     27.6128     26.9158    0.697026    0.334636   0.0211764      4
11131     27.6127     26.9156    0.697027    0.315579   0.0110945      5
11132     27.6124     26.9154    0.697029    0.347789   0.0298107      6
11133     27.6122     26.9152     0.69703    0.325567   0.0121765      7
11134     27.6121     26.9151    0.697031    0.315095    0.011129      8
11135     27.6119     26.9149    0.697033    0.335967   0.0197882      9
11136     27.6118     26.9148    0.697034    0.309678   0.0102809     10
11137     27.6115     26.9144    0.697038    0.389996   0.0473723     11
11138     27.6112     26.9142    0.697039    0.308294  0.00730998     12
11139     27.6085     26.9114    0.697083    0.715999    0.414042      0
11140     27.6069     26.9098     0.69708    0.328206   0.0064694      1
11141     27.6067     26.9096    0.697082    0.315736   0.0141207      0
11142     27.6066     26.9095    0.697083    0.311356   0.0142663      1
11143     27.6065     26.9094    0.697085    0.322864   0.0173785      2
11144     27.6063     26.9092    0.697086    0.302947  0.00932928      3
11145     27.6056     26.9085    0.697102    0.503013    0.141567      4
11146      27.605     26.9079    0.697101    0.303314  0.00884793      5
11147     27.6048     26.9077    0.697105    0.354441   0.0320737      6
11148     27.6046     26.9075    0.697106    0.303958   0.0067864      7
11149     27.6037     26.9066    0.697124    0.477869    0.153754      0
11150     27.6032     26.9061    0.697123    0.311345  0.00960965      1
11151     27.6031      26.906    0.697124    0.310142   0.0104073      2
11152     27.6029     26.9058    0.697126    0.318446   0.0159851      3
11153     27.6028     26.9057    0.697127     0.30826   0.0137498      4
11154     27.6027     26.9055    0.697129    0.323801     0.01881      5
11155     27.6026     26.9054     0.69713    0.302065  0.00989726      6
11156     27.6021      26.905    0.697139      0.4182   0.0783621      7
11157     27.6018     26.9047    0.697139    0.301363  0.00805632      8
11158     27.5049     26.8056    0.699256     3.08692     17.8248      0
11159     27.4753     26.7762    0.699115     1.11856   0.0115983      1
11160     27.4698     26.7707    0.699131    0.464366  0.00289958      2
11161     27.4685     26.7693    0.699133     0.49873    0.019671      0
11162      27.468     26.7689    0.699134    0.394127  0.00491775      1
11163     27.4523     26.7531    0.699197     1.44196    0.447122      0
11164     27.4472     26.7481    0.699185    0.340788  0.00698628      1
11165     27.4442      26.745    0.699219    0.563813    0.151498      0
11166     27.4431     26.7439    0.699215    0.362156  0.00946862      1
11167     27.4419     26.7427    0.699216    0.458026    0.047277      2
11168     27.4415     26.7422    0.699217    0.326014  0.00811544      3
11169     27.4397     26.7404    0.699233    0.650887    0.128255      4
11170     27.4387     26.7395    0.699231    0.322384  0.00801597      5
11171     27.4382      26.739    0.699236    0.404086   0.0290579      6
11172     27.4379     26.7387    0.699236    0.317983  0.00824452      7
11173      27.437     26.7377    0.699247    0.502817    0.074716      8
11174     27.4364     26.7372    0.699246    0.325336  0.00607009      9
11175     27.4358     26.7366    0.699253    0.421246   0.0467899      0
11176     27.4355     26.7362    0.699253    0.314505  0.00768549      1
11177     27.4336     26.7343    0.699276    0.630529    0.174124      2
11178     27.4329     26.7336    0.699273     0.39294   0.0108828      3
11179     27.4325     26.7332    0.699274     0.31184  0.00461512      4
11180     27.4323      26.733    0.699277    0.358988   0.0231924      5
11181     27.4321     26.7328    0.699278    0.315021   0.0106422      6
11182     27.4318     26.7325     0.69928    0.355809   0.0224334      7
11183     27.4316     26.7323    0.699281    0.314012   0.0102839      8
11184     27.4314     26.7321    0.699284    0.359516   0.0241009      9
11185     27.4312     26.7319    0.699285    0.314446   0.0103862     10
11186     27.4309     26.7316    0.699287    0.348705   0.0205905     11
11187     27.4307     26.7314    0.699288    0.311679   0.0101297     12
11188     27.4304     26.7311    0.699292     0.37522    0.031358     13
11189     27.4302     26.7309    0.699293    0.308951  0.00671963     14
11190     27.4274      26.728     0.69934    0.798611    0.361341      0
11191     27.4255     26.7262    0.699336    0.362159  0.00564596      1
11192     27.4252     26.7258    0.699338    0.313411   0.0118403      0
11193      27.425     26.7257     0.69934    0.320565    0.016401      1
11194     27.4249     26.7255    0.699341    0.318424   0.0135208      2
11195     27.4247     26.7254    0.699343    0.317219   0.0155971      3
11196     27.4245     26.7252    0.699344    0.321569   0.0146913      4
11197     27.4244      26.725    0.699346    0.313582   0.0139133      5
11198     27.4242     26.7249    0.699348    0.327271   0.0170055      6
11199     27.4241     26.7247    0.699349    0.304086  0.00924279      7
11200     27.4233      26.724    0.699362    0.498833    0.112769      8
11201     27.4227     26.7234    0.699362    0.307219  0.00704805      9
11202     27.4222     26.7228    0.699373    0.438277   0.0859051      0
11203     27.4217     26.7223    0.699373    0.303141  0.00731379      1
11204     27.4204      26.721    0.699399    0.614926    0.209653      0
11205     27.4201     26.7207    0.699395    0.450917   0.0131033      1
11206     27.4195     26.7201    0.699396    0.305321  0.00327582      2
11207     27.4191     26.7197    0.699402    0.388014   0.0486827      0
11208     27.4189     26.7194    0.699403     0.30349  0.00727053      1
11209     27.4155      26.716    0.699475    0.895131    0.573695      0
11210     27.4131     26.7136    0.699467     0.32327  0.00896399      1
11211     27.4129     26.7134    0.699469    0.313554  0.00760727      2
11212     27.4128     26.7133    0.699469    0.310861   0.0106652      3
11213     27.4126     26.7131    0.699472    0.327171   0.0233202      4
11214     27.4124      26.713    0.699473    0.311211   0.0115092      5
11215     27.4123     26.7128    0.699475    0.315601    0.017643      6
11216     27.4121     26.7127    0.699477    0.316915   0.0145615      7
11217      27.412     26.7125    0.699478    0.312686   0.0151579      8
11218     27.4119     26.7124     0.69948     0.32073   0.0159275      9
11219     27.4117     26.7122    0.699481    0.309562    0.013353     10
11220     27.4116     26.7121    0.699483    0.327598   0.0190223     11
11221     27.4114     26.7119    0.699484    0.303406  0.00997445     12
11222      27.411     26.7116    0.699492    0.405849   0.0622419     13
11223     27.4107     26.7113    0.699492    0.302466  0.00789542     14
11224     27.1289     26.4239    0.705068      2.1794      43.672      0
11225     27.1094     26.4043    0.705021    0.827527  0.00710439      1
11226     27.1028     26.3977     0.70502    0.989573    0.024821      0
11227     27.1009     26.3959     0.70502    0.671875  0.00589498      1
11228       27.09     26.3849     0.70502     1.53685   0.0660244      2
11229     27.0861     26.3811    0.705021    0.709428  0.00412652      3
11230       27.08      26.375    0.705022     1.05137    0.032256      0
11231     27.0783     26.3732    0.705022     0.62301   0.0048292      1
11232       27.01     26.3049    0.705059     2.91982    0.526348      0
11233      27.004     26.2989    0.705045    0.907251  0.00822419      1
11234     26.9951     26.2901    0.705049    0.796611  0.00613819      2
11235      26.995       26.29    0.705049    0.701497  0.000383637      3
11236     26.9925     26.2874    0.705049    0.526412   0.0130107      0
11237     26.9918     26.2867     0.70505    0.511781  0.00964226      1
11238     26.9908     26.2858     0.70505     0.52663    0.011175      2
11239       26.99      26.285     0.70505    0.495062  0.00955464      3
11240      26.989     26.2839    0.705051    0.531001   0.0131376      4
11241     26.9882     26.2832    0.705052    0.498919   0.0103559      5
11242     26.9873     26.2822    0.705052    0.526693   0.0120818      6
11243     26.9866     26.2815    0.705053    0.491326  0.00960425      7
11244     26.9856     26.2805    0.705053    0.530015   0.0126656      8
11245     26.9849     26.2799    0.705054    0.485051  0.00930284      9
11246      26.984     26.2789    0.705054    0.526225   0.0127914     10
11247     26.9833     26.2782    0.705055    0.480288  0.00934883     11
11248     26.9823     26.2773    0.705055     0.51876   0.0128546     12
11249     26.9817     26.2766    0.705056    0.478497   0.0097361     13
11250     26.9807     26.2757    0.705057    0.525007   0.0134337     14
11251     26.9801      26.275    0.705057    0.464978  0.00866977     15
11252      26.979      26.274    0.705058    0.559321   0.0171441     16
11253     26.9784     26.2733    0.705058    0.440879  0.00497879     17
11254     26.9576     26.2525    0.705092     1.82707     0.43776      0
11255     26.9512     26.2461    0.705083    0.390094     0.00684      1
11256     26.9486     26.2435     0.70509    0.781762   0.0478832      2
11257     26.9477     26.2426    0.705089    0.480617   0.0029927      3
11258     26.9467     26.2416     0.70509    0.420315   0.0141696      0
11259     26.9463     26.2413     0.70509    0.386538  0.00845312      1
11260     26.9455     26.2404    0.705092    0.508802   0.0274451      2
11261      26.945     26.2399    0.705092    0.373497  0.00651821      3
11262     26.9145     26.2093      0.7052     1.48481     1.23177      0
11263     26.9081     26.2029    0.705195    0.677222   0.0048116      1
11264     26.9065     26.2013    0.705196    0.310041  0.00938738      0
11265     26.9056     26.2004    0.705207    0.529821    0.125417      1
11266     26.9049     26.1997    0.705207    0.307371  0.00783855      2
11267     26.8977     26.1924     0.70533    0.771559     1.06976      0
11268     26.8931     26.1878    0.705319    0.366629    0.016715      1
11269     26.8924     26.1871    0.705322    0.322435   0.0315398      0
11270     26.8922     26.1869    0.705324    0.321273   0.0153636      1
11271     26.8921     26.1868    0.705326    0.310772   0.0130964      2
11272     26.8919     26.1866    0.705328    0.328752    0.018895      3
11273     26.8918     26.1865    0.705329    0.304116  0.00993061      4
11274     26.8914     26.1861    0.705336    0.409516   0.0627612      5
11275     26.8911     26.1857    0.705337    0.303026  0.00788529      6
11276      26.706     25.9964    0.709626      3.2116     33.7348      0
11277     26.6584      25.949    0.709489     1.17311  0.00920355      1
11278     26.6291     25.9196    0.709461     1.07096   0.0520507      0
11279     26.6237     25.9143    0.709464    0.754568    0.012362      1
11280     26.6193     25.9098    0.709459    0.833416   0.0169978      2
11281     26.6178     25.9084    0.709459    0.660954  0.00424945      3
11282     26.6038     25.8943    0.709445     1.25751   0.0920371      0
11283     26.6002     25.8907    0.709448    0.536639  0.00575232      1
11284     26.5952     25.8857    0.709449    0.833874   0.0521304      0
11285     26.5939     25.8845    0.709449    0.561558  0.00346119      1
11286     26.5919     25.8825    0.709451    0.564494   0.0197235      0
11287     26.5912     25.8818    0.709451    0.443728  0.00493088      1
11288     26.5797     25.8702     0.70947     1.16509    0.227657      0
11289     26.5768     25.8673    0.709469    0.681121  0.00355714      1
11290     26.5748     25.8653    0.709472    0.386934   0.0110253      0
11291     26.5743     25.8648    0.709474    0.433326   0.0164901      1
11292     26.5739     25.8644    0.709475    0.363896  0.00816146      2
11293     26.5728     25.8633    0.709482    0.538318    0.040844      3
11294     26.5723     25.8628    0.709482    0.354534  0.00734253      4
11295     26.5706     25.8611    0.709494    0.625235   0.0665416      5
11296     26.5699     25.8604    0.709493    0.405458  0.00415885      6
11297     26.5692     25.8597    0.709496    0.396657    0.018402      0
11298     26.5689     25.8594    0.709496    0.358249   0.0086094      1
11299     26.5683     25.8588    0.709501    0.443938   0.0271125      2
11300     26.5679     25.8584    0.709501    0.345938  0.00677813      3
11301     26.5394     25.8296    0.709744     1.26012     1.55658      4
11302     26.5339     25.8242    0.709732    0.469968  0.00608038      5
11303     26.5332     25.8234    0.709732    0.350554   0.0113924      0
11304     26.5329     25.8232    0.709732    0.359177   0.0140329      1
11305     26.5326     25.8229    0.709733    0.352157    0.012609      2
11306     26.5324     25.8226    0.709734    0.348608    0.014101      3
11307     26.5321     25.8224    0.709734    0.350336   0.0136365      4
11308     26.5319     25.8221    0.709735    0.338821   0.0129146      5
11309     26.5316     25.8219    0.709736     0.35316   0.0158947      6
11310     26.5314     25.8217    0.709736    0.322446  0.00903506      7
11311     26.5306     25.8209    0.709742     0.48379   0.0731779      8
11312     26.5301     25.8204    0.709742     0.31772   0.0066514      9
11313     26.5294     25.8197    0.709751    0.454598   0.0807756      0
11314      26.529     25.8192     0.70975    0.309212  0.00700471      1
11315     26.5281     25.8184    0.709763    0.500169    0.110883      0
11316     26.5276     25.8178    0.709762    0.310594  0.00693016      1
11317     26.5271     25.8174     0.70977     0.39599   0.0628046      0
11318     26.5268      25.817     0.70977    0.305377  0.00809463      1
11319     26.5239      25.814    0.709825    0.735131    0.458485      2
11320     26.5222     25.8124    0.709821    0.313513  0.00716383      3
11321      26.522     25.8122    0.709823    0.334859   0.0223507      0
11322     26.5219      25.812    0.709824    0.307984   0.0109034      1
11323     26.5217     25.8118    0.709827    0.343113   0.0262788      2
11324     26.5215     25.8117    0.709828    0.311401   0.0118408      3
11325     26.5214     25.8115     0.70983    0.324967   0.0164122      4
11326     26.5213     25.8114    0.709831    0.304417  0.00890973      5
11327       26.52     25.8101    0.709853    0.541219    0.201861      6
11328     26.5196     25.8097    0.709852    0.377881   0.0126163      7
11329     26.5193     25.8094    0.709853    0.305388  0.00472812      8
11330      26.519     25.8091    0.709858     0.37382   0.0523087      9
11331     26.5187     25.8089    0.709859    0.303913  0.00789944     10
11332     26.5023     25.7921    0.710174     1.63661     2.79643     11
11333     26.4951      25.785    0.710142    0.579543   0.0109236     12
11334     26.4938     25.7837    0.710146    0.330756  0.00273089     13
11335     26.4936     25.7835    0.710147    0.312068   0.0132922      0
11336     26.4935     25.7834    0.710149    0.311535   0.0155081      1
11337     26.4934     25.7832     0.71015    0.317626   0.0157872      2
11338     26.4932     25.7831    0.710152    0.308288   0.0138518      3
11339     26.4931     25.7829    0.710154    0.323178   0.0185759      4
11340      26.493     25.7828    0.710155    0.301804  0.00980277      5
11341     26.4925     25.7824    0.710165    0.426941   0.0856211      6
11342     26.4922      25.782    0.710165    0.301469  0.00794114      7
11343     26.4583     25.7473    0.711009     2.49734     6.99706      0
11344     26.4393     25.7283    0.710971     1.16047  0.00454065      1
11345     26.4335     25.7225    0.710972    0.367055  0.00937816      0
11346     26.4326     25.7216    0.710975    0.474228   0.0339958      1
11347     26.4321     25.7211    0.710975    0.352574  0.00807401      2
11348     26.4311     25.7201    0.710981    0.515769   0.0483014      3
11349     26.4305     25.7195    0.710981    0.334877  0.00719679      4
11350     26.4278     25.7168    0.711002    0.618135    0.163052      5
11351      26.427      25.716       0.711    0.354474   0.0101908      6
11352     26.4268     25.7158    0.711001    0.312673  0.00569519      7
11353     26.4266     25.7156    0.711002    0.327316    0.014097      8
11354     26.4265     25.7155    0.711004    0.316297   0.0140067      9
11355     26.4263     25.7153    0.711006    0.328685   0.0165259     10
11356     26.4262     25.7152    0.711007    0.305402  0.00905947     11
11357     26.4253     25.7143    0.711022     0.50669    0.126616     12
11358     26.4247     25.7137    0.711022    0.301752  0.00791353     13
11359     26.4084     25.6971     0.71137    0.423618     2.80142      0
11360     26.4052     25.6939    0.711364    0.716124   0.0653255      1
11361     26.4042     25.6929    0.711366    0.436996  0.00408284      2
11362     26.4033     25.6919    0.711369    0.420126   0.0182209      0
11363     26.4029     25.6915    0.711369    0.362336  0.00746394      1
11364     26.4018     25.6904    0.711374    0.528871   0.0434591      2
11365     26.4012     25.6898    0.711374     0.34589  0.00736848      3
11366     26.4002     25.6888     0.71138    0.523918   0.0493563      4
11367     26.3996     25.6882    0.711379    0.329573  0.00660306      5
11368     26.3955     25.6841    0.711412    0.641914    0.277149      0
11369     26.3943     25.6829    0.711411    0.314469  0.00694022      1
11370     26.3941     25.6827    0.711415    0.321043   0.0223696      0
11371      26.394     25.6826    0.711416     0.30724   0.0111738      1
11372     26.3938     25.6824    0.711419    0.322604   0.0226291      2
11373     26.3937     25.6822     0.71142    0.307319   0.0113704      3
11374     26.3935     25.6821    0.711423    0.322379   0.0226156      4
11375     26.3934     25.6819    0.711424    0.307276   0.0113846      5
11376     26.3932     25.6818    0.711427    0.322653   0.0228844      6
11377     26.3931     25.6816    0.711428    0.307613   0.0114661      7
11378     26.3929     25.6815    0.711431    0.320959   0.0218639      8
11379     26.3928     25.6813    0.711432     0.30621    0.011171      9
11380     26.3926     25.6812    0.711435    0.328668   0.0269502     10
11381     26.3924      25.681    0.711436    0.313393   0.0123761     11
11382     26.3923     25.6809    0.711438    0.307678   0.0130106     12
11383     26.3922     25.6807     0.71144    0.321323   0.0179316     13
11384     26.3921     25.6806    0.711441    0.300318  0.00954641     14
11385     26.3915       25.68    0.711455    0.458925    0.107029     15
11386      26.391     25.6796    0.711455    0.304634  0.00700225     16
11387     26.3907     25.6792    0.711463    0.379213   0.0611603      0
11388     26.3904     25.6789    0.711463    0.300209   0.0080989      1
11389     26.3844     25.6728    0.711615     1.10527     1.14682      2
11390     26.3807     25.6691    0.711607     0.51624  0.00490025      3
11391     26.3798     25.6682    0.711608    0.303445   0.0095362      0
11392     26.3796      25.668    0.711611    0.341692   0.0345687      1
11393     26.3795     25.6679    0.711612    0.301222  0.00738062      2
11394     26.3778     25.6662    0.711651    0.680866    0.330816      0
11395     26.3766      25.665    0.711649    0.377501  0.00516901      1
11396     26.3763     25.6647    0.711651     0.30248   0.0109013      0
11397     26.3761     25.6645    0.711654    0.347389   0.0321606      1
11398      26.376     25.6643    0.711655    0.302291   0.0069265      2
11399     26.3748     25.6632    0.711683    0.569357    0.230061      0
11400     26.3746      25.663     0.71168    0.494948   0.0143788      1
11401     26.3739     25.6622    0.711681    0.300623   0.0035947      2
11402     26.3314     25.6187    0.712653     2.80539     7.95336      0
11403     26.3067     25.5941      0.7126     1.09624  0.00517549      1
11404     26.3019     25.5893    0.712601    0.298096  0.00912795      0
11405     26.2968      25.584    0.712744     1.09829     1.02042      0
11406     26.2929     25.5802    0.712733    0.329288   0.0072607      1
11407     26.2927       25.58    0.712734    0.314493   0.0165613      0
11408     26.2926     25.5799    0.712735    0.316756   0.0141801      1
11409     26.2925     25.5797    0.712737    0.312736   0.0157057      2
11410     26.2923     25.5796    0.712738    0.318727    0.015694      3
