
                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016b (9.1.0.441655) 64-bit (glnxa64)
                             September 7, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Non-Degree Granting Education License -- for use at non-degree granting, nonprofit,
	educational organizations only.  Not for government, commercial, or other organizational use.

>> >> >> >> >> >> >> >> >>  On input UserVar=1000.000000 

 
 **************************     Úa version: 13 Jan 2017  ********************** 
    Run starts at 21-Feb-2017 18:36:13  
    Experiment: UaOpt-ConjGrad  
    Inverse-modelling restart run.  
 	CtrlVar.Inverse.InvertFor='logAGlenlogC'
	CtrlVar.Inverse.Regularize.Field='logAGlenlogC'
	CtrlVar.Inverse.DataMisfit.GradientCalculation='Adjoint'
   Running on: bslicea.nerc-bas.ac.uk
 ***************************************************************************** 
 
 Inverse run: loading restart file: IR-UaOpt-ConjGrad-UaOptimization-Nod3-I-Adjoint-Cga1k000000-Cgs1000k000000-Aga1k000000-Ags1000k000000-0-0-logAGlenlogC 	  done 
  Setting h(h<50)=50 
  Calling UaOutputs. UaOutputsInfostring=Start of Inverse Run , UaOutputsCounter=1 
 
 ===========   Inverting for model parameters. ================  

 +++++++++++ At start of inversion:  	 J=32.9477 	 I=32.2746 	 R=0.673186  |grad|=0.510561 	 	 gamma=0.364433 
 

   It         J           I          R         |grad|      gamma   #ccUpdate
12393     26.2633     25.5285    0.734869     0.33201   0.0237836      0
12394     26.2632     25.5283     0.73487    0.318908   0.0117749      1
12395      26.263     25.5282    0.734872    0.321982   0.0168364      2
12396     26.2629      25.528    0.734874    0.321844   0.0138891      3
12397     26.2627     25.5279    0.734875       0.319   0.0157017      4
12398     26.2626     25.5277    0.734877    0.325348   0.0154493      5
12399     26.2625     25.5276    0.734878    0.315818   0.0138692      6
12400     26.2623     25.5274     0.73488    0.331343   0.0181891      7
12401     26.2622     25.5273    0.734881    0.308322   0.0092891      8
12402     26.2614     25.5265    0.734897    0.510161    0.133226      9
12403     26.2608     25.5259    0.734897    0.312277  0.00929155     10
12404     26.2607     25.5258    0.734899    0.327657   0.0140572     11
12405     26.2606     25.5257      0.7349    0.314041   0.0131264     12
12406     26.2604     25.5255    0.734902    0.333315   0.0198348     13
12407     26.2603     25.5254    0.734903    0.308841   0.0100591     14
12408     26.2599      25.525    0.734911     0.41577   0.0662661     15
12409     26.2595     25.5246    0.734911     0.30807  0.00793809     16
12410     26.0034     25.2629    0.740552     1.37926      43.908      0
12411     25.9953     25.2548     0.74053    0.465454  0.00871852      1
12412     25.9834     25.2429    0.740529     1.13019    0.190377      0
12413     25.9823     25.2418     0.74053    0.731867   0.0118986      1
12414     25.9795      25.239     0.74053     0.48582   0.0049851      2
12415      25.979     25.2384     0.74053    0.487602  0.00891223      3
12416     25.9777     25.2372    0.740531    0.534764   0.0173274      4
12417      25.977     25.2365    0.740531    0.440584  0.00728242      5
12418     25.9753     25.2348    0.740532    0.656285   0.0322788      6
12419     25.9745     25.2339    0.740531    0.420502  0.00573385      7
12420      25.927     25.1865    0.740551     2.18072     1.06907      0
12421      25.915     25.1745    0.740549     1.10563  0.00417606      1
12422     25.9091     25.1685     0.74055    0.528048   0.0114005      0
12423      25.908     25.1674    0.740551    0.490418   0.0121836      1
12424     25.9074     25.1668    0.740551    0.405484  0.00746279      2
12425     25.9056      25.165    0.740556    0.500089   0.0499165      3
12426      25.905     25.1644    0.740556    0.358212  0.00715821      4
12427     25.8992     25.1586     0.74059    0.748974    0.270209      0
12428     25.8976      25.157    0.740582    0.578929    0.016888      1
12429     25.8964     25.1558    0.740585    0.371675  0.00513379      2
12430     25.8946      25.154    0.740591       0.432   0.0695135      0
12431     25.8939     25.1533    0.740591    0.358585   0.0118698      1
12432     25.8928     25.1522    0.740598    0.502907   0.0531515      2
12433     25.8922     25.1516    0.740597    0.340617    0.006603      3
12434     25.8869     25.1462    0.740632     1.06394    0.335789      0
12435      25.884     25.1433    0.740628    0.459518   0.0052467      1
12436     25.8832     25.1425     0.74063      0.3637   0.0137036      0
12437     25.8829     25.1422    0.740631    0.362501   0.0117235      1
12438     25.8826     25.1419    0.740633    0.358611   0.0138379      2
12439     25.8823     25.1416    0.740634    0.361506    0.013161      3
12440      25.882     25.1414    0.740635    0.351286   0.0125957      4
12441     25.8817      25.141    0.740636    0.370436   0.0153997      5
12442     25.8814     25.1408    0.740637    0.334013  0.00811658      6
12443     25.8795     25.1388    0.740653    0.723335     0.14232      7
12444     25.8785     25.1378     0.74065     0.35925  0.00889501      8
12445     25.8781     25.1375    0.740652    0.362811  0.00822245      9
12446      25.878     25.1373    0.740652    0.334055  0.00720533     10
12447     25.8772     25.1365    0.740658    0.511645   0.0573673     11
12448     25.8766      25.136    0.740658    0.332859  0.00661177     12
12449     25.8723     25.1316    0.740698      0.9919    0.336174      0
12450     25.8696     25.1289    0.740693    0.416747  0.00525271      1
12451     25.8691     25.1284    0.740694     0.34274   0.0120307      0
12452     25.8689     25.1282    0.740696    0.346482   0.0133506      1
12453     25.8686     25.1279    0.740697    0.354659   0.0144292      2
12454     25.8684     25.1277    0.740698    0.338972   0.0120321      3
12455     25.8681     25.1274      0.7407      0.3669   0.0177362      4
12456     25.8678     25.1271    0.740701     0.32854  0.00906987      5
12457     25.8671     25.1264    0.740707    0.494513   0.0593083      6
12458     25.8666     25.1259    0.740707    0.327281  0.00686131      7
12459     25.8607       25.12    0.740771       1.139    0.522227      0
12460     25.8573     25.1165     0.74076    0.340054   0.0081598      1
12461     25.8569     25.1162    0.740763    0.365752   0.0110065      2
12462     25.8568      25.116    0.740763    0.321609  0.00561819      3
12463     25.8325     25.0914    0.741071     1.95479     2.48026      4
12464     25.8213     25.0803     0.74103    0.528998  0.00968853      5
12465       25.82     25.0789    0.741037    0.436869   0.0066961      6
12466     25.8198     25.0788    0.741036    0.349296  0.00268803      7
12467     25.8191     25.0781    0.741042    0.325246   0.0384407      0
12468     25.8189     25.0778    0.741044      0.3288   0.0194211      1
12469     25.8187     25.0777    0.741046    0.321296   0.0155992      2
12470     25.8186     25.0775    0.741048    0.330131   0.0157596      3
12471     25.8184     25.0774     0.74105    0.317758   0.0131707      4
12472     25.8182     25.0772    0.741052    0.337795   0.0189695      5
12473     25.8181      25.077    0.741053    0.310801  0.00964468      6
12474     25.8176     25.0765    0.741063    0.442277   0.0735521      7
12475     25.8172     25.0761    0.741063    0.309697  0.00817233      8
12476     25.8134     25.0722    0.741147     0.97742    0.612402      9
12477     25.8108     25.0697    0.741137    0.353244  0.00956879     10
12478     25.8105     25.0694    0.741138    0.313543  0.00524677     11
12479     25.8104     25.0693     0.74114     0.32436   0.0172783     12
12480     25.8102     25.0691    0.741142    0.324264   0.0144285     13
12481     25.8101      25.069    0.741144     0.31852   0.0145527     14
12482     25.8099     25.0688    0.741145    0.329696   0.0166194     15
12483     25.8098     25.0686    0.741147    0.315032   0.0127216     16
12484     25.8096     25.0685    0.741149    0.333383   0.0192347     17
12485     25.8095     25.0683     0.74115    0.309255  0.00980475     18
12486     25.8089     25.0678    0.741162    0.456412   0.0876443     19
12487     25.8085     25.0673    0.741162    0.309552  0.00884319     20
12488     25.8082      25.067    0.741167    0.386818   0.0422361     21
12489      25.808     25.0668    0.741168    0.309441  0.00731827     22
12490     25.8045     25.0632     0.74125    0.917465     0.59742      0
12491      25.802     25.0607     0.74124     0.34475  0.00933468      1
12492     25.8018     25.0605    0.741242    0.308772  0.00499838      2
12493     25.8015     25.0603    0.741247     0.37449   0.0415356      3
12494     25.8013     25.0601    0.741247    0.308244  0.00761348      4
12495     25.7924      25.051    0.741463     1.41237     1.59978      0
12496     25.7858     25.0443    0.741446    0.429243  0.00624914      1
12497     25.7853     25.0438    0.741447    0.309391  0.00996883      0
12498     25.7851     25.0436    0.741451    0.340148   0.0293053      1
12499     25.7849     25.0435    0.741452    0.331117   0.0138781      2
12500     25.7848     25.0434    0.741453    0.306073  0.00708294      3
12501     25.7834     25.0419    0.741489    0.651328    0.281448      4
12502     25.7822     25.0407    0.741487    0.312436  0.00734475      5
12503     25.7819     25.0404    0.741493    0.359834   0.0444608      0
12504     25.7817     25.0402    0.741493    0.306033  0.00795776      1
12505     25.7166     24.9734     0.74319     3.36063      13.018      2
12506     25.6759     24.9329    0.743056    0.319901  0.00847427      3
12507     25.6756     24.9325    0.743064    0.349401    0.013033      4
12508     25.6755     24.9324    0.743063    0.305913  0.00635899      5
12509     25.6707     24.9275    0.743174    0.801541    0.900443      6
12510     25.6686     24.9254    0.743165    0.546373   0.0140694      7
12511     25.6678     24.9246    0.743167    0.354174  0.00409311      8
12512     25.6671      24.924     0.74317    0.320005   0.0338476      0
12513      25.667     24.9238    0.743171    0.322108   0.0170025      1
12514     25.6668     24.9237    0.743172    0.315508   0.0154238      2
12515     25.6667     24.9235    0.743173    0.324227   0.0164533      3
12516     25.6666     24.9234    0.743175    0.312159   0.0133707      4
12517     25.6664     24.9232    0.743176    0.329065   0.0195262      5
12518     25.6663     24.9231    0.743177    0.306413  0.00990822      6
12519     25.6659     24.9227    0.743185    0.423116   0.0814179      7
12520     25.6655     24.9224    0.743185    0.305583  0.00890008      8
12521     25.6652      24.922    0.743192    0.405683   0.0671092      9
12522     25.6649     24.9217    0.743193    0.304859  0.00832238     10
12523     25.6596     24.9163    0.743322     1.13643     1.13579      0
12524     25.6555     24.9121    0.743314    0.403763  0.00628721      1
12525     25.6551     24.9118    0.743316    0.304189  0.00979428      0
12526     25.6544     24.9111    0.743334    0.482343    0.137389      1
12527      25.654     24.9106    0.743333    0.314889   0.0102547      2
12528     25.6538     24.9105    0.743334    0.314237  0.00920598      3
12529     25.6537     24.9104    0.743336    0.314831   0.0167665      4
12530     25.6536     24.9103    0.743338    0.317951   0.0149657      5
12531     25.6535     24.9101    0.743339    0.311932   0.0150079      6
12532     25.6534       24.91    0.743341    0.322031   0.0171199      7
12533     25.6532     24.9099    0.743342    0.309389   0.0132065      8
12534     25.6531     24.9098    0.743345    0.325948   0.0199316      9
12535      25.653     24.9096    0.743346    0.304767   0.0101073     10
12536     25.6526     24.9092    0.743355    0.415682   0.0800051     11
12537     25.6523     24.9089    0.743355    0.304483   0.0088699     12
12538     25.6519     24.9085    0.743364    0.414053   0.0803835     13
12539     25.6515     24.9082    0.743365    0.304459  0.00892767     14
12540     25.6511     24.9078    0.743374    0.415569    0.080907     15
12541     25.6508     24.9074    0.743374    0.304499  0.00894967     16
12542     25.6504     24.9071    0.743383    0.412242   0.0754644     17
12543     25.6501     24.9067    0.743383    0.304128  0.00856128     18
12544     25.6487     24.9053    0.743419    0.640555    0.302612     19
12545     25.6476     24.9042    0.743417    0.309862  0.00747002     20
12546     25.6474     24.9039    0.743423    0.354654   0.0461617      0
12547     25.6471     24.9037    0.743423    0.304454  0.00825617      1
12548     25.6424     24.8989     0.74355     1.07138     1.07331      2
12549     25.6385      24.895    0.743541    0.327026  0.00715503      3
12550     25.6383     24.8948    0.743542    0.314696   0.0137354      0
12551     25.6382     24.8947    0.743544    0.312427   0.0154701      1
12552     25.6381     24.8945    0.743546    0.320149   0.0164512      2
12553      25.638     24.8944    0.743547    0.309633   0.0137159      3
12554     25.6378     24.8943    0.743549    0.325875    0.019603      4
12555     25.6377     24.8942     0.74355    0.304384  0.00993664      5
12556     25.6373     24.8938     0.74356    0.418879   0.0840452      6
12557      25.637     24.8934     0.74356    0.304668  0.00912611      7
12558     25.6368     24.8932    0.743566    0.369716   0.0451287      8
12559     25.6366      24.893    0.743566    0.304151  0.00798861      9
12560     25.4119     24.6628    0.749074     5.67924     44.1875      0
12561     25.2962     24.5475    0.748751    0.822524   0.0071916      1
12562     25.2935     24.5447    0.748752    0.319666  0.00932628      0
12563     25.2931     24.5443    0.748757    0.402211    0.042914      1
12564     25.2927      24.544    0.748758    0.315437  0.00705813      2
12565     25.2905     24.5417    0.748794    0.755912    0.268218      0
12566      25.289     24.5402    0.748791    0.341479  0.00642665      1
12567     25.2887     24.5399    0.748793    0.340647   0.0203189      0
12568     25.2885     24.5397    0.748794    0.321921   0.0102395      1
12569     25.2882     24.5394    0.748797    0.361134   0.0290923      2
12570      25.288     24.5392    0.748798    0.314989  0.00632865      3
12571     25.2869     24.5381    0.748813    0.566408    0.130232      0
12572     25.2862     24.5374    0.748812    0.313898  0.00813953      1
12573     25.2853     24.5365    0.748825    0.530077    0.104245      2
12574     25.2847     24.5359    0.748824    0.313273  0.00805183      3
12575     25.2831     24.5343    0.748847    0.603039    0.182424      4
12576     25.2825     24.5337    0.748845    0.376259   0.0114015      5
12577     25.2822     24.5334    0.748846     0.32181  0.00559151      6
12578     25.2821     24.5333    0.748847    0.316609  0.00846104      7
12579     25.2818      24.533     0.74885    0.366019   0.0306713      8
12580     25.2816     24.5328    0.748851    0.314983  0.00646267      9
12581     25.2803     24.5314    0.748874    0.603754    0.182333      0
12582     25.2796     24.5308    0.748871    0.400968   0.0113958      1
12583     25.2793     24.5304    0.748873    0.317871  0.00502385      2
12584     25.2792     24.5303    0.748873    0.324762  0.00974384      3
12585      25.279     24.5301    0.748876    0.333847   0.0194476      4
12586     25.2788     24.5299    0.748877    0.315962  0.00994772      5
12587     25.2784     24.5295    0.748883    0.400361   0.0537289      6
12588     25.2781     24.5292    0.748883    0.311684  0.00762545      7
12589     25.2602      24.511    0.749212     1.87113      2.6017      8
12590     25.2506     24.5014    0.749169    0.555222   0.0101629      9
12591      25.249     24.4999    0.749175    0.326411   0.0047007     10
12592      25.249     24.4999    0.749175    0.316043  0.000972017     11
12593     25.2488     24.4996     0.74918    0.345358   0.0331801      0
12594     25.2486     24.4994     0.74918    0.306802  0.00689659      1
12595     25.2475     24.4983    0.749207    0.594341    0.211879      0
12596     25.2471     24.4979    0.749204    0.435982   0.0132424      1
12597     25.2465     24.4973    0.749205    0.311251  0.00454244      2
12598     25.2465     24.4973    0.749206    0.311622  0.00851314      3
12599     25.2463     24.4971    0.749209    0.340553   0.0242063      4
12600     25.2462      24.497     0.74921    0.312646    0.011879      5
12601      25.246     24.4968    0.749212    0.329713   0.0179483      6
12602     25.2459     24.4967    0.749213    0.306574  0.00916763      7
12603      25.245     24.4958    0.749234     0.54129    0.166299      8
12604     25.2444     24.4952    0.749233    0.327056   0.0103937      9
12605     25.2442      24.495    0.749234     0.30739  0.00543744     10
12606     25.2433      24.494    0.749258    0.546472    0.195428     11
12607     25.2427     24.4934    0.749255    0.392131   0.0122142     12
12608     25.2424     24.4931    0.749257    0.311625  0.00519102     13
12609     25.2423     24.4931    0.749257    0.316116  0.00943703     14
12610     25.2422     24.4929     0.74926    0.324247   0.0206858     15
12611      25.242     24.4928    0.749261    0.310249   0.0105021     16
12612     25.2418     24.4925    0.749266    0.342428   0.0380702     17
12613     25.2416     24.4923    0.749266    0.306098  0.00776811     18
12614     25.2355     24.4861    0.749405     1.13594     1.09998     19
12615     25.2315     24.4821    0.749395    0.389923  0.00645083     20
12616     25.2311     24.4817    0.749397    0.305752  0.00998671      0
12617     25.2305     24.4811    0.749411    0.477986     0.11952      1
12618       25.23     24.4806    0.749411     0.31211  0.00979787      2
12619     25.2299     24.4805    0.749412    0.321929   0.0120238      3
12620     25.2298     24.4804    0.749414    0.311854   0.0134061      4
12621     25.2297     24.4802    0.749416    0.329603   0.0195807      5
12622     25.2295     24.4801    0.749417    0.306198  0.00992698      6
12623     25.2291     24.4797    0.749426    0.418293   0.0746866      7
12624     25.2288     24.4794    0.749426    0.305463  0.00845378      8
12625     25.2269     24.4775    0.749472    0.721587    0.369254      9
12626     25.2255      24.476    0.749469    0.335354  0.00651539     10
12627     25.2253     24.4758    0.749471    0.312737   0.0147469      0
12628     25.2251     24.4757    0.749473    0.323683   0.0165474      1
12629      25.225     24.4756    0.749474    0.311492   0.0134585      2
12630     25.2249     24.4754    0.749477    0.329431   0.0196549      3
12631     25.2248     24.4753    0.749478    0.306076  0.00996228      4
12632     25.2244     24.4749    0.749486    0.415828   0.0735821      5
12633      25.224     24.4745    0.749487    0.305324  0.00838748      6
12634     25.2209     24.4714    0.749565    0.901123    0.628283      0
12635     25.2187     24.4691    0.749557    0.345062  0.00981692      1
12636     25.2184     24.4689    0.749558    0.308772  0.00522283      2
12637     25.2183     24.4688    0.749561    0.326135   0.0229074      3
12638     25.2182     24.4686    0.749562    0.311714    0.011528      4
12639      25.218     24.4685    0.749565    0.330323   0.0259961      5
12640     25.2179     24.4683    0.749566    0.318949   0.0127643      6
12641     25.2178     24.4682    0.749567    0.312198   0.0131095      7
12642     25.2176      24.468    0.749569    0.326937   0.0185177      8
12643     25.2175     24.4679     0.74957    0.305448  0.00943494      9
12644     25.2168     24.4672    0.749586    0.489416    0.131843     10
12645     25.2163     24.4667    0.749586    0.312866  0.00985384     11
12646     25.2162     24.4666    0.749587    0.319331   0.0108935     12
12647     25.2161     24.4665    0.749589    0.312638   0.0142204     13
12648     25.2159     24.4664    0.749591    0.325904   0.0180228     14
12649     25.2158     24.4662    0.749592    0.305295  0.00920181     15
12650     25.2149     24.4653    0.749613    0.541737    0.178924     16
12651     25.2144     24.4648    0.749612    0.341644   0.0111827     17
12652     25.2142     24.4646    0.749613    0.308721  0.00567916     18
12653      25.214     24.4644    0.749616    0.333703   0.0272362     19
12654     25.2139     24.4643    0.749617    0.322259   0.0132286     20
12655     25.2138     24.4641    0.749618    0.309506   0.0110132     21
12656     25.2136      24.464    0.749621    0.335381   0.0232862     22
12657     25.2135     24.4639    0.749622    0.309087   0.0115565     23
12658     25.2133     24.4637    0.749625    0.335503   0.0230865     24
12659     25.2132     24.4636    0.749626    0.308831   0.0114684     25
12660      25.213     24.4634    0.749629    0.337302    0.024091     26
12661     25.2129     24.4633     0.74963    0.310271   0.0118826     27
12662     25.2127     24.4631    0.749632    0.324352    0.017944     28
12663     25.2126      24.463    0.749633    0.305153  0.00918829     29
12664     25.2113     24.4616    0.749666    0.632115    0.272426     30
12665     25.2102     24.4605    0.749664    0.309904   0.0074865     31
12666     25.2099     24.4602    0.749672    0.379002   0.0598364      0
12667     25.2096     24.4599    0.749672    0.306066  0.00850973      1
12668     25.2088     24.4591    0.749692    0.506471     0.16346      2
12669     25.2082     24.4585    0.749691     0.32665   0.0102162      3
12670     25.2081     24.4584    0.749691    0.305151  0.00526681      4
12671     25.2071     24.4574    0.749715    0.555436    0.193501      5
12672     25.2066     24.4569    0.749713    0.370271   0.0120938      6
12673     25.2063     24.4566    0.749714    0.313621  0.00563372      7
12674     25.2062     24.4565    0.749715    0.308233  0.00822547      8
12675     25.2061     24.4563    0.749719    0.346759   0.0298173      9
12676     25.2059     24.4562    0.749719    0.307764  0.00638122     10
12677     25.2053     24.4556    0.749734    0.454563    0.119352      0
12678     25.2048     24.4551    0.749733     0.31902   0.0100224      1
12679     25.2047      24.455    0.749735    0.309878  0.00854103      2
12680     25.2046     24.4549    0.749737    0.330924   0.0208158      3
12681     25.2045     24.4547    0.749738    0.306383   0.0104917      4
12682     25.2042     24.4545    0.749744    0.376492   0.0481445      5
12683      25.204     24.4542    0.749744     0.30516  0.00809861      6
12684     25.1567     24.4057    0.750964     3.26923     9.85958      0
12685     25.1199      24.369    0.750875    0.797103  0.00640972      1
12686     25.1176     24.3667    0.750877     0.30687  0.00881337      0
12687     25.1163     24.3654    0.750907    0.595859    0.256788      0
12688     25.1153     24.3643    0.750905    0.305558  0.00765436      1
12689     25.1147     24.3638    0.750917    0.446664   0.0979131      0
12690     25.1143     24.3634    0.750917    0.309067  0.00955953      1
12691     25.1142     24.3633    0.750919    0.330272   0.0175761      2
12692     25.1141     24.3632     0.75092    0.305423  0.00896566      3
12693     25.1129      24.362    0.750943    0.535375    0.203128      4
12694     25.1125     24.3616    0.750942    0.375617   0.0126955      5
12695     25.1122     24.3613    0.750943     0.31473  0.00573153      6
12696     25.1122     24.3612    0.750944     0.30749   0.0074484      7
12697      25.112      24.361    0.750947    0.353959   0.0339206      8
12698     25.1118     24.3608    0.750948    0.306824  0.00694054      9
12699     25.1107     24.3597    0.750976    0.571238    0.230328      0
12700     25.1097     24.3587    0.750974    0.306003  0.00761829      1
12701     25.1092     24.3582    0.750985     0.44533   0.0966237      0
12702     25.1088     24.3578    0.750985    0.308134    0.009498      1
12703     25.1087     24.3577    0.750987     0.33241    0.018765      2
12704     25.1086     24.3576    0.750988     0.30546  0.00951055      3
12705      25.108      24.357    0.750998    0.414074   0.0861894      4
12706     25.1077     24.3567    0.750999      0.3063  0.00937718      5
12707     25.1075     24.3565    0.751002    0.349294   0.0339923      6
12708     25.1074     24.3564    0.751003    0.306825   0.0070814      7
12709     25.1062     24.3551    0.751032    0.581962    0.242245      0
12710     25.1052     24.3541     0.75103    0.305631  0.00765594      1
12711     25.1046     24.3536    0.751043    0.455522    0.104508      0
12712     25.1042     24.3532    0.751043    0.309897  0.00969575      1
12713     25.1041     24.3531    0.751044    0.325493   0.0145962      2
12714      25.104     24.3529    0.751046    0.309561   0.0123199      3
12715     25.1038     24.3528    0.751048    0.333711   0.0227743      4
12716     25.1037     24.3526    0.751049    0.308246   0.0113575      5
12717     25.1035     24.3525    0.751052    0.342619   0.0272961      6
12718     25.1034     24.3523    0.751053    0.316462   0.0131292      7
12719     25.1033     24.3522    0.751054    0.316448   0.0121748      8
12720     25.1031     24.3521    0.751056    0.316642   0.0170952      9
12721      25.103     24.3519    0.751058    0.318835   0.0145964     10
12722     25.1029     24.3518    0.751059    0.313888   0.0153113     11
12723     25.1027     24.3517    0.751061    0.322663    0.016499     12
12724     25.1026     24.3516    0.751063    0.311136   0.0134779     13
12725     25.1025     24.3514    0.751065    0.328648   0.0196802     14
12726     25.1024     24.3513    0.751066    0.305791  0.00997585     15
12727      25.102     24.3509    0.751074    0.416613   0.0758152     16
12728     25.1016     24.3506    0.751075    0.305143  0.00855476     17
12729     25.1004     24.3493    0.751104    0.610256    0.248552     18
12730     25.0994     24.3483    0.751102    0.308971  0.00755064     19
12731      25.099     24.3479    0.751111    0.380277   0.0684276      0
12732     25.0987     24.3476    0.751111    0.307187  0.00901926      1
12733     25.0984     24.3473    0.751118    0.380313   0.0585259      2
12734     25.0982      24.347    0.751118    0.305866  0.00847919      3
12735      25.097     24.3459    0.751147    0.582516    0.242135      4
12736      25.096     24.3449    0.751145    0.305568   0.0076996      5
12737     25.0954     24.3443    0.751159    0.465556     0.11287      0
12738      25.095     24.3438    0.751158    0.311308  0.00983305      1
12739     25.0949     24.3437     0.75116    0.321449   0.0123678      2
12740     25.0948     24.3436    0.751161    0.311186   0.0134506      3
12741     25.0946     24.3435    0.751163    0.328467   0.0196408      4
12742     25.0945     24.3433    0.751164    0.305735  0.00995756      5
12743     25.0941     24.3429    0.751173    0.418379   0.0772666      6
12744     25.0938     24.3426    0.751174    0.305176  0.00864877      7
12745      25.093     24.3418    0.751192    0.521536    0.159981      8
12746     25.0924     24.3412    0.751192    0.316358  0.00999883      9
12747     25.0923     24.3411    0.751193    0.315761  0.00890834     10
12748     25.0921      24.341    0.751194     0.31497   0.0157565     11
12749      25.092     24.3408    0.751196    0.321157    0.015803     12
12750     25.0919     24.3407    0.751197    0.311879    0.014018     13
12751     25.0918     24.3406    0.751199    0.326709   0.0186179     14
12752     25.0916     24.3404      0.7512    0.305338  0.00948148     15
12753      25.091     24.3398    0.751215     0.48318     0.12851     16
12754     25.0905     24.3393    0.751215    0.313109  0.00994463     17
12755     25.0904     24.3392    0.751216    0.318417   0.0106466     18
12756     25.0903     24.3391    0.751218     0.31304   0.0146545     19
12757     25.0901     24.3389     0.75122    0.324227   0.0173638     20
12758       25.09     24.3388    0.751221     0.30509  0.00888762     21
12759     25.0886     24.3373    0.751256    0.655331    0.301686     22
12760     25.0874     24.3361    0.751254    0.312572  0.00733419     23
12761     25.0871     24.3359    0.751259    0.346728    0.037712      0
12762      25.087     24.3357    0.751259    0.305048  0.00747983      1
12763      25.084     24.3327    0.751332    0.877393    0.605095      2
12764     25.0818     24.3305    0.751325    0.326791   0.0094546      3
12765     25.0817     24.3304    0.751326    0.306255  0.00505667      4
12766      25.081     24.3297    0.751342    0.473706    0.143162      5
12767     25.0805     24.3291    0.751342    0.322963   0.0102777      6
12768     25.0804     24.3291    0.751342    0.305023  0.00530314      7
12769     25.0784      24.327    0.751393    0.751253    0.421954      0
12770     25.0767     24.3253     0.75139    0.335966  0.00659304      1
12771     25.0765     24.3251    0.751392     0.31159   0.0143866      0
12772     25.0764      24.325    0.751394    0.324324   0.0173066      1
12773     25.0763     24.3249    0.751395    0.305026  0.00886548      2
12774     25.0746     24.3231    0.751437    0.698682    0.355022      3
12775     25.0732     24.3218    0.751434    0.324803  0.00682783      4
12776      25.073     24.3216    0.751437    0.316869   0.0179759      0
12777     25.0729     24.3215    0.751438    0.316426   0.0134567      1
12778     25.0728     24.3213     0.75144    0.316609   0.0173145      2
12779     25.0726     24.3212    0.751441    0.318366   0.0144775      3
12780     25.0725     24.3211    0.751443     0.31395   0.0155003      4
12781     25.0724     24.3209    0.751445    0.322002   0.0162906      5
12782     25.0723     24.3208    0.751446     0.31121   0.0136598      6
12783     25.0721     24.3207    0.751448    0.328022   0.0194081      7
12784      25.072     24.3206    0.751449    0.305537  0.00984815      8
12785     25.0716     24.3201    0.751459    0.428717   0.0854138      9
12786     25.0712     24.3198    0.751459    0.305998  0.00910763     10
12787      25.071     24.3195    0.751464    0.368088   0.0404768     11
12788     25.0708     24.3193    0.751465    0.305811  0.00754345     12
12789     25.0667     24.3151    0.751569     1.00271    0.862856      0
12790     25.0655     24.3139    0.751554    0.710396   0.0134821      1
12791     25.0635     24.3119    0.751558     0.30494  0.00337053      2
12792     25.0599     24.3082    0.751648    0.958608    0.743546      0
12793     25.0579     24.3063    0.751637    0.477984   0.0116179      1
12794     25.0571     24.3055     0.75164    0.306483  0.00404847      2
12795      25.057     24.3054    0.751641    0.314168   0.0146757      3
12796     25.0569     24.3052    0.751643    0.329965   0.0207303      0
12797     25.0567     24.3051    0.751644    0.306496    0.010416      1
12798     25.0565     24.3049    0.751649    0.351882   0.0377582      2
12799     25.0563     24.3047    0.751649    0.305741  0.00758738      3
12800     25.0523     24.3005    0.751754    0.998706    0.859621      0
12801      25.051     24.2993    0.751738    0.701854   0.0134316      1
12802     25.0491     24.2973    0.751743    0.304895  0.00335789      2
12803     25.0391     24.2871    0.751999     1.55329      2.1152      0
12804     25.0311     24.2791    0.751975     0.30576   0.0082625      1
12805     25.0288     24.2768    0.752032    0.758964    0.467993      2
12806     25.0271      24.275    0.752028    0.315404   0.0073124      3
12807     25.0268     24.2748    0.752032    0.330733   0.0265074      0
12808     25.0267     24.2747    0.752033      0.3203   0.0128057      1
12809     25.0266     24.2745    0.752034    0.307715   0.0108819      2
12810     25.0264     24.2744    0.752036    0.332887   0.0228478      3
12811     25.0263     24.2743    0.752038    0.307326   0.0113724      4
12812     25.0261     24.2741     0.75204    0.338701   0.0258026      5
12813      25.026      24.274    0.752042    0.312321   0.0125775      6
12814     25.0259     24.2738    0.752043    0.320376   0.0148749      7
12815     25.0258     24.2737    0.752045    0.311352   0.0141316      8
12816     25.0256     24.2736    0.752047    0.325617   0.0184919      9
12817     25.0255     24.2735    0.752048    0.304848  0.00942089     10
12818     25.0248     24.2727    0.752065    0.496335    0.143006     11
12819     25.0243     24.2722    0.752064    0.313536  0.00995486     12
12820     25.0242     24.2721    0.752065    0.316985    0.010046     13
12821     25.0241      24.272    0.752067    0.313334   0.0151662     14
12822     25.0239     24.2719    0.752069    0.322195   0.0166675     15
12823     25.0238     24.2717     0.75207    0.310461   0.0134231     16
12824     25.0237     24.2716    0.752072    0.328581   0.0200665     17
12825     25.0236     24.2715    0.752073    0.305541   0.0101501     18
12826     25.0232     24.2711    0.752081    0.398923   0.0649886     19
