
                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016b (9.1.0.441655) 64-bit (glnxa64)
                             September 7, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Non-Degree Granting Education License -- for use at non-degree granting, nonprofit,
	educational organizations only.  Not for government, commercial, or other organizational use.

>> >> >> >> >> >> >> >> >>  On input UserVar=100.000000 

 
 **************************     Úa version: 13 Jan 2017  ********************** 
    Run starts at 21-Feb-2017 18:36:48  
    Experiment: UaOpt-ConjGrad  
    Inverse-modelling restart run.  
 	CtrlVar.Inverse.InvertFor='logAGlenlogC'
	CtrlVar.Inverse.Regularize.Field='logAGlenlogC'
	CtrlVar.Inverse.DataMisfit.GradientCalculation='Adjoint'
   Running on: bslicea.nerc-bas.ac.uk
 ***************************************************************************** 
 
 Inverse run: loading restart file: IR-UaOpt-ConjGrad-UaOptimization-Nod3-I-Adjoint-Cga1k000000-Cgs100k000000-Aga1k000000-Ags100k000000-0-0-logAGlenlogC 	  done 
  Setting h(h<50)=50 
  Calling UaOutputs. UaOutputsInfostring=Start of Inverse Run , UaOutputsCounter=1 
 
 ===========   Inverting for model parameters. ================  

 +++++++++++ At start of inversion:  	 J=19.4352 	 I=18.5979 	 R=0.83738  |grad|=0.305524 	 	 gamma=0.0119968 
 

   It         J           I          R         |grad|      gamma   #ccUpdate
11210     19.3675     18.5268    0.840671    0.287927   0.0295884      0
11211     19.3674     18.5268    0.840672    0.281808   0.0147154      0
11212     19.3674     18.5268    0.840673    0.285264    0.019883      0
11213     19.3674     18.5267    0.840674    0.281654     0.01626      0
11214     19.3674     18.5267    0.840675    0.285716    0.021547      0
11215     19.3674     18.5267    0.840675    0.281142   0.0108558      0
11216     19.3673     18.5266    0.840684    0.322534    0.185714      0
11217     19.3672     18.5265    0.840685    0.282867  0.00772432      1
11218     19.3672     18.5265    0.840686    0.282709   0.0280006      0
11219     19.3671     18.5265    0.840687    0.283145   0.0140258      0
11220     19.3671     18.5264    0.840688    0.283217   0.0277634      0
11221     19.3671     18.5264    0.840689    0.283343   0.0138821      0
11222     19.3671     18.5264     0.84069    0.282808   0.0252211      0
11223     19.3671     18.5264    0.840691    0.282468   0.0126624      0
11224      19.367     18.5263    0.840693    0.285683   0.0430911      0
11225      19.367     18.5263    0.840693    0.281213  0.00896553      0
11226     19.3627     18.5216    0.841084    0.906428     7.93459      0
11227     19.3598     18.5187    0.841081    0.309398  0.00774862      1
11228     19.3598     18.5187    0.841081    0.279746  0.00955652      0
11229     19.3597     18.5186     0.84109    0.315662    0.216515      0
11230     19.3596     18.5185    0.841091    0.280195  0.00853783      1
11231     19.3595     18.5184    0.841097    0.296918    0.155809      0
11232     19.3595     18.5184    0.841097     0.27933  0.00745235      1
11233     19.3594     18.5183    0.841099    0.283967   0.0270148      0
11234     19.3594     18.5183    0.841099    0.279584   0.0135165      0
11235     19.3594     18.5183    0.841101    0.285307   0.0313881      0
11236     19.3594     18.5183    0.841101    0.280259    0.015582      0
11237     19.3594     18.5183    0.841102    0.282092   0.0165885      0
11238     19.3594     18.5183    0.841103    0.280066   0.0192951      0
11239     19.3594     18.5182    0.841103     0.28239   0.0179223      0
11240     19.3593     18.5182    0.841104    0.279912   0.0177553      0
11241     19.3593     18.5182    0.841105    0.282737   0.0194949      0
11242     19.3593     18.5182    0.841106    0.279789   0.0164445      0
11243     19.3593     18.5182    0.841107     0.28314   0.0213587      0
11244     19.3593     18.5182    0.841107    0.279511   0.0107409      0
11245     19.3592     18.5181    0.841116    0.316295    0.213956      0
11246     19.3591      18.518    0.841117    0.280141  0.00844913      1
11247     19.3591      18.518    0.841121    0.292017    0.113967      0
11248      19.359     18.5179    0.841122    0.279522  0.00722421      1
11249      19.359     18.5179    0.841123    0.283443   0.0261878      0
11250      19.359     18.5179    0.841123    0.279445   0.0131207      0
11251      19.359     18.5179    0.841125    0.286727   0.0394079      0
11252      19.359     18.5178    0.841125    0.279891  0.00828496      0
11253     19.3588     18.5177     0.84114    0.321133    0.333763      0
11254     19.3587     18.5176     0.84114    0.280218  0.00954035      1
11255     19.3587     18.5176    0.841141    0.281653    0.031841      2
11256     19.3587     18.5175    0.841142    0.283213   0.0157957      0
11257     19.3587     18.5175    0.841142    0.279586   0.0149279      0
11258     19.3587     18.5175    0.841143    0.282848   0.0224262      0
11259     19.3586     18.5175    0.841144    0.279411   0.0112717      0
11260     19.3586     18.5174    0.841149    0.302949     0.13367      0
11261     19.3585     18.5174     0.84115    0.281166   0.0072902      1
11262     19.3585     18.5174    0.841151    0.280627    0.026427      0
11263     19.3585     18.5174    0.841151    0.280873   0.0132397      0
11264     19.3585     18.5173    0.841153    0.281448   0.0331957      0
11265     19.3585     18.5173    0.841153    0.283568   0.0164598      0
11266     19.3585     18.5173    0.841154    0.279525   0.0142304      0
11267     19.3584     18.5173    0.841155    0.284125   0.0266837      0
11268     19.3584     18.5173    0.841156     0.27946   0.0133439      0
11269     19.3584     18.5173    0.841157    0.284983   0.0309036      0
11270     19.3584     18.5172    0.841158    0.280014    0.015357      0
11271     19.3584     18.5172    0.841158    0.282119   0.0173286      0
11272     19.3584     18.5172    0.841159    0.279857   0.0183779      0
11273     19.3584     18.5172     0.84116    0.282452   0.0188072      0
11274     19.3583     18.5172    0.841161    0.279731   0.0169632      0
11275     19.3583     18.5172    0.841162    0.282835   0.0205578      0
11276     19.3583     18.5172    0.841162    0.279631   0.0157587      0
11277     19.3583     18.5171    0.841163    0.283281    0.022642      0
11278     19.3583     18.5171    0.841164    0.279382   0.0113729      0
11279     19.3582     18.5171    0.841168    0.297448    0.103067      0
11280     19.3582      18.517    0.841168    0.281157   0.0070887      0
11281     19.3582      18.517    0.841169    0.280473   0.0256965      0
11282     19.3582      18.517     0.84117    0.280649   0.0128864      0
11283     19.3582      18.517    0.841172    0.282273   0.0403463      0
11284     19.3581      18.517    0.841172    0.279482   0.0084912      0
11285     19.3579     18.5167    0.841198    0.369761     0.60667      0
11286     19.3577     18.5165    0.841198    0.284212   0.0115109      1
11287     19.3577     18.5165    0.841198    0.279404  0.00584204      2
11288     19.3576     18.5164    0.841207    0.314929    0.210152      0
11289     19.3575     18.5163    0.841207    0.280071  0.00842546      1
11290     19.3575     18.5163    0.841212    0.290672    0.106648      0
11291     19.3574     18.5162    0.841212    0.279443  0.00714813      1
11292     19.3574     18.5162    0.841213    0.283243    0.025912      0
11293     19.3574     18.5162    0.841213    0.279361   0.0129859      0
11294     19.3574     18.5162    0.841215    0.287075   0.0422452      0
11295     19.3574     18.5162    0.841216    0.279662  0.00881272      0
11296     19.3565     18.5152    0.841313    0.518982     2.31774      0
11297     19.3557     18.5144    0.841312    0.279701  0.00905367      1
11298     19.3557     18.5144    0.841314    0.284093   0.0467995      2
11299     19.3557     18.5143    0.841315    0.279749  0.00957753      0
11300     19.3554     18.5141    0.841343    0.361107    0.675753      0
11301     19.3552     18.5138    0.841343    0.290433    0.011565      1
11302     19.3552     18.5138    0.841343    0.279388  0.00578999      2
11303      19.355     18.5137    0.841359    0.340823    0.396433      0
11304     19.3549     18.5135     0.84136    0.279839   0.0104599      1
11305     19.3549     18.5135     0.84136    0.281403   0.0133843      2
11306     19.3548     18.5135    0.841361    0.279745   0.0201063      0
11307     19.3548     18.5135    0.841362    0.282336   0.0188889      0
11308     19.3548     18.5135    0.841363    0.279631   0.0168886      0
11309     19.3548     18.5134    0.841363    0.282725   0.0206787      0
11310     19.3548     18.5134    0.841364    0.279538   0.0156811      0
11311     19.3548     18.5134    0.841365    0.283157   0.0227738      0
11312     19.3548     18.5134    0.841366    0.279308   0.0114365      0
11313     19.3547     18.5134     0.84137    0.296911   0.0998907      0
11314     19.3547     18.5133     0.84137    0.281144  0.00700719      0
11315     19.3547     18.5133    0.841371    0.280425   0.0254011      0
11316     19.3547     18.5133    0.841372    0.280534   0.0127378      0
11317     19.3546     18.5133    0.841373    0.282282   0.0417468      0
11318     19.3546     18.5133    0.841374    0.279462  0.00875458      0
11319      19.354     18.5125    0.841447    0.489227     1.76217      0
11320     19.3534     18.5119    0.841446    0.285367  0.00793395      1
11321     19.3534     18.5119    0.841447      0.2793   0.0119401      0
11322     19.3533     18.5119    0.841449    0.287082   0.0432829      0
11323     19.3533     18.5119    0.841449     0.27955  0.00900433      0
11324     19.3468     18.5046    0.842202     1.26672     18.1756      0
11325      19.341     18.4989    0.842192    0.481096   0.0117422      1
11326     19.3405     18.4983    0.842193    0.299248  0.00293554      2
11327     19.3404     18.4982    0.842193     0.27905  0.00973422      0
11328     19.3404     18.4982      0.8422    0.306039    0.165739      0
11329     19.3403     18.4981      0.8422    0.280527  0.00757371      1
11330     19.3403     18.4981    0.842202    0.280139   0.0274547      0
11331     19.3403     18.4981    0.842202    0.280684   0.0137434      0
11332     19.3403     18.4981    0.842203    0.280435   0.0283318      0
11333     19.3402      18.498    0.842204    0.281075   0.0141576      0
11334     19.3402      18.498    0.842205     0.27962   0.0212658      0
11335     19.3402      18.498    0.842205    0.281755   0.0175533      0
11336     19.3402      18.498    0.842206    0.279484   0.0181017      0
11337     19.3402      18.498    0.842207    0.282096   0.0191235      0
11338     19.3402      18.498    0.842208    0.279377   0.0166904      0
11339     19.3402      18.498    0.842208    0.282489   0.0209923      0
11340     19.3402      18.498    0.842209     0.27916   0.0105545      0
11341     19.3401     18.4978    0.842218    0.312476    0.239125      0
11342       19.34     18.4978    0.842219    0.279286  0.00914075      1
11343     19.3392     18.4968    0.842314    0.536525     2.39439      0
11344     19.3383      18.496    0.842314     0.27928  0.00935308      1
11345     19.3383      18.496    0.842315    0.284062   0.0262025      2
11346     19.3383      18.496    0.842315    0.279292   0.0131013      0
11347     19.3383      18.496    0.842316    0.284782    0.031833      0
11348     19.3383      18.496    0.842317    0.279995   0.0157995      0
11349     19.3383     18.4959    0.842318     0.28157   0.0160015      0
11350     19.3383     18.4959    0.842319    0.279799   0.0201183      0
11351     19.3382     18.4959    0.842319    0.281847   0.0172829      0
11352     19.3382     18.4959     0.84232    0.279643   0.0183966      0
11353     19.3382     18.4959    0.842321    0.282168   0.0187975      0
11354     19.3382     18.4959    0.842321    0.279519   0.0169442      0
11355     19.3382     18.4959    0.842322     0.28254   0.0205977      0
11356     19.3382     18.4959    0.842323    0.279421   0.0157126      0
11357     19.3382     18.4958    0.842324    0.282975    0.022752      0
11358     19.3382     18.4958    0.842324    0.279203   0.0114239      0
11359     19.3381     18.4958    0.842328    0.296207   0.0997807      0
11360     19.3381     18.4957    0.842328    0.280927  0.00705876      0
11361     19.3381     18.4957    0.842329    0.280194    0.025588      0
11362     19.3381     18.4957     0.84233    0.280406   0.0128308      0
11363      19.338     18.4957    0.842332    0.281963   0.0411725      0
11364      19.338     18.4957    0.842332    0.279322  0.00864898      0
11365     19.3376     18.4953    0.842374    0.417564     1.07222      0
11366     19.3373     18.4949    0.842374    0.279678  0.00883174      1
11367     19.3372     18.4948    0.842382     0.30017    0.189689      0
11368     19.3371     18.4948    0.842382    0.279123  0.00820502      1
11369     19.3371     18.4947    0.842385    0.291015    0.068019      2
11370     19.3371     18.4947    0.842385    0.279647   0.0128119      0
11371     19.3371     18.4947    0.842386    0.281882   0.0178572      0
11372     19.3371     18.4947    0.842387    0.279514   0.0177897      0
11373      19.337     18.4947    0.842388    0.282228   0.0194804      0
11374      19.337     18.4946    0.842388    0.279408   0.0164272      0
11375      19.337     18.4946    0.842389     0.28263   0.0214177      0
11376      19.337     18.4946     0.84239    0.279188   0.0107652      0
11377     19.3369     18.4945    0.842398    0.312546    0.206341      0
11378     19.3369     18.4945    0.842398    0.279841  0.00843379      1
11379     19.3368     18.4944    0.842403    0.290378    0.110974      0
11380     19.3368     18.4944    0.842403      0.2792  0.00730954      1
11381     19.3368     18.4944    0.842404    0.284791   0.0325466      0
11382     19.3367     18.4943    0.842405    0.280074   0.0161358      0
11383     19.3367     18.4943    0.842405    0.281309   0.0152129      0
11384     19.3367     18.4943    0.842406    0.279852   0.0215302      0
11385     19.3367     18.4943    0.842407    0.281568   0.0163598      0
11386     19.3367     18.4943    0.842408    0.279677   0.0195756      0
11387     19.3367     18.4943    0.842408    0.281864     0.01771      0
11388     19.3367     18.4943    0.842409    0.279538   0.0179356      0
11389     19.3367     18.4942     0.84241    0.282205   0.0193081      0
11390     19.3366     18.4942     0.84241    0.279429    0.016551      0
11391     19.3366     18.4942    0.842411    0.282601   0.0212113      0
11392     19.3366     18.4942    0.842412    0.279208   0.0106631      0
11393     19.3365     18.4941    0.842421    0.315876    0.232838      0
11394     19.3365      18.494    0.842421    0.279516  0.00882319      1
11395     19.3361     18.4937    0.842457     0.38031    0.884833      0
11396     19.3359     18.4935    0.842457    0.319598   0.0138255      1
11397     19.3358     18.4934    0.842457     0.27988  0.00603647      2
11398     19.3358     18.4934    0.842457    0.280837   0.0112804      3
11399     19.3358     18.4934    0.842458    0.280457   0.0276226      0
11400     19.3358     18.4933    0.842459    0.280947   0.0138153      0
11401     19.3358     18.4933     0.84246    0.280271   0.0257911      0
11402     19.3358     18.4933     0.84246    0.280462   0.0129261      0
11403     19.3358     18.4933    0.842462    0.281514   0.0374841      0
11404     19.3357     18.4933    0.842462    0.279203  0.00794289      0
11405     19.3357     18.4932    0.842469    0.306596    0.179956      0
11406     19.3356     18.4931     0.84247    0.280242  0.00798747      1
11407     19.3356     18.4931    0.842472    0.282792   0.0487099      0
11408     19.3356     18.4931    0.842472    0.279686   0.0100082      0
11409     19.3355      18.493    0.842481    0.304483    0.223439      0
11410     19.3354     18.4929    0.842481    0.279264  0.00876898      1
