
                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016b (9.1.0.441655) 64-bit (glnxa64)
                             September 7, 2016

 
To get started, type one of these: helpwin, helpdesk, or demo.
For product information, visit www.mathworks.com.
 

	Non-Degree Granting Education License -- for use at non-degree granting, nonprofit,
	educational organizations only.  Not for government, commercial, or other organizational use.

>> >> >> >> >> >> >> >> >>  On input UserVar=1.000000 

 
 **************************     Úa version: 13 Jan 2017  ********************** 
    Run starts at 01-Mar-2017 15:06:50  
    Experiment: UaOpt-ConjGrad  
    Inverse-modelling restart run.  
 	CtrlVar.Inverse.InvertFor='logAGlenlogC'
	CtrlVar.Inverse.Regularize.Field='logAGlenlogC'
	CtrlVar.Inverse.DataMisfit.GradientCalculation='Adjoint'
   Running on: bslicea.nerc-bas.ac.uk
 ***************************************************************************** 
 
 Inverse run: loading restart file: IR-UaOpt-ConjGrad-UaOptimization-Nod3-I-Adjoint-Cga1k000000-Cgs1k000000-Aga1k000000-Ags1k000000-0-0-logAGlenlogC 	  done 
  Setting h(h<50)=50 
  Calling UaOutputs. UaOutputsInfostring=Start of Inverse Run , UaOutputsCounter=1 
 
 ===========   Inverting for model parameters. ================  

 +++++++++++ At start of inversion:  	 J=32.5913 	 I=31.9321 	 R=0.659139  |grad|=0.455944 	 	 gamma=0.00449344 
 

   It         J           I          R         |grad|      gamma   #ccUpdate
 9247     23.4659     22.7146    0.751221    0.319179  0.00665432      9
 9248     23.4643     22.7131    0.751245    0.579514    0.150762      0
 9249     23.4636     22.7123    0.751242    0.336268  0.00942262      1
 9250     23.4634     22.7121    0.751244    0.327558  0.00825377      2
 9251     23.4632      22.712    0.751246    0.331803   0.0125799      3
 9252      23.463     22.7118    0.751248    0.334469   0.0166516      4
 9253     23.4628     22.7115    0.751249    0.331471   0.0129263      5
 9254     23.4626     22.7114    0.751251    0.332127   0.0156251      6
 9255     23.4624     22.7111    0.751253     0.33443   0.0138544      7
 9256     23.4622      22.711    0.751255    0.327747   0.0139768      8
 9257      23.462     22.7107    0.751257    0.340611    0.015873      9
 9258     23.4618     22.7106    0.751258    0.314579   0.0083393     10
 9259     23.4596     22.7083    0.751298     0.76423    0.264819     11
 9260     23.4581     22.7068    0.751294    0.349446  0.00610224     12
 9261     23.4578     22.7065    0.751297    0.328281   0.0161598      0
 9262     23.4576     22.7063    0.751298    0.329154   0.0128986      1
 9263     23.4575     22.7062      0.7513    0.329133    0.015862      2
 9264     23.4573      22.706    0.751302     0.33138   0.0139359      3
 9265     23.4571     22.7058    0.751304    0.325141   0.0142172      4
 9266     23.4569     22.7056    0.751306    0.337043   0.0159123      5
 9267     23.4567     22.7054    0.751307    0.320467   0.0123124      6
 9268     23.4565     22.7052     0.75131    0.341998   0.0187103      7
 9269     23.4563      22.705    0.751311    0.313407  0.00962714      8
 9270     23.4557     22.7044    0.751322    0.473119    0.077457      9
 9271     23.4553     22.7039    0.751321     0.31194  0.00786281     10
 9272     23.4428     22.6913    0.751568     1.56773      1.6809      0
 9273      23.435     22.6835    0.751546    0.421657  0.00656603      1
 9274     23.4346      22.683    0.751548    0.305851   0.0101699      0
 9275     23.4343     22.6827    0.751554    0.395681   0.0554648      1
 9276      23.434     22.6825    0.751555    0.305689  0.00767644      2
 9277     23.4276     22.6759    0.751695     1.05984       1.087      0
 9278     23.4239     22.6722    0.751686    0.346994  0.00679156      1
 9279     23.4237      22.672    0.751687    0.305605   0.0104617      0
 9280     23.4234     22.6717    0.751693    0.363998   0.0531988      1
 9281     23.4232     22.6715    0.751693    0.303125  0.00832767      2
 9282     23.4186     22.6667    0.751819      1.0444     1.03297      3
 9283     23.4149      22.663    0.751809    0.305989  0.00773832      4
 9284     23.4147     22.6629    0.751812    0.332707   0.0280514      0
 9285     23.4146     22.6627    0.751813    0.311078   0.0135311      1
 9286     23.4144     22.6626    0.751815    0.313017   0.0131122      2
 9287     23.4143     22.6625    0.751816    0.310472   0.0164663      3
 9288     23.4142     22.6624    0.751818    0.315773   0.0156581      4
 9289     23.4141     22.6623    0.751819    0.307904   0.0145785      5
 9290      23.414     22.6622    0.751821    0.320261   0.0182148      6
 9291     23.4139     22.6621    0.751822    0.301491  0.00932341      7
 9292     23.4131     22.6612    0.751844    0.523678     0.18947      8
 9293     23.4126     22.6607    0.751843    0.346426   0.0118419      9
 9294     23.4124     22.6605    0.751844    0.306447  0.00579526     10
 9295     23.4123     22.6605    0.751845    0.310676   0.0146844     11
 9296     23.4122     22.6603    0.751847     0.31555   0.0158097     12
 9297     23.4121     22.6602    0.751848    0.307318   0.0143871     13
 9298     23.4119     22.6601     0.75185    0.320436   0.0186095     14
 9299     23.4118       22.66    0.751851    0.301316  0.00950725     15
 9300     23.4112     22.6593    0.751869    0.484223    0.151518     16
 9301     23.4107     22.6588    0.751868    0.305487  0.00965847     17
 9302     23.4106     22.6587     0.75187    0.317715   0.0134851     18
 9303     23.4105     22.6586    0.751871    0.305508   0.0131058     19
 9304     23.4104     22.6585    0.751873    0.319729   0.0197972     20
 9305     23.4103     22.6584    0.751874    0.301306   0.0100971     21
 9306     23.4098     22.6579    0.751884    0.401961   0.0915051     22
 9307     23.4095     22.6576    0.751885    0.302496  0.00972921     23
 9308     23.4094     22.6575    0.751888    0.338765   0.0286639     24
 9309     23.4093     22.6574    0.751889    0.313027   0.0135523     25
 9310     23.4092     22.6573     0.75189    0.309125   0.0110921     26
 9311      23.409     22.6571    0.751892    0.314174   0.0200541     27
 9312     23.4089      22.657    0.751893    0.303373   0.0102484     28
 9313     23.4086     22.6567    0.751902    0.383212   0.0781956     29
 9314     23.4083     22.6564    0.751902    0.302492  0.00892838     30
 9315      23.408     22.6561     0.75191    0.373312   0.0654854     31
 9316     23.4078     22.6559     0.75191    0.301471  0.00857075     32
 9317     23.4067     22.6548     0.75194    0.558686     0.26348     33
 9318     23.4058     22.6539    0.751939    0.300729   0.0079429     34
 9319     23.4051     22.6531    0.751958    0.497991    0.173441      0
 9320     23.4046     22.6526    0.751957    0.319377     0.01084      1
 9321     23.4045     22.6525    0.751958    0.301528  0.00563347      2
 9322     23.4037     22.6518     0.75198    0.494392    0.196197      3
 9323     23.4033     22.6513    0.751978    0.362824   0.0122623      4
 9324     23.4031     22.6511    0.751979    0.303821  0.00551189      5
 9325      23.403      22.651    0.751981    0.313601   0.0131463      6
 9326     23.4029     22.6509    0.751982    0.307458   0.0156892      7
 9327     23.4028     22.6508    0.751984    0.315807   0.0168718      8
 9328     23.4027     22.6507    0.751985    0.305314   0.0138371      9
 9329     23.4025     22.6506    0.751987    0.320937    0.020071     10
 9330     23.4024     22.6505    0.751988    0.300831   0.0101813     11
 9331     23.4021     22.6501    0.751997    0.396441   0.0772776     12
 9332     23.4018     22.6498    0.751997    0.300323  0.00876214     13
 9333      23.401      22.649    0.752019    0.501097    0.198517     14
 9334     23.4006     22.6485    0.752018    0.348382   0.0124073     15
 9335     23.4004     22.6483    0.752019    0.306144  0.00593667     16
 9336     23.4003     22.6483     0.75202    0.306351   0.0122225     17
 9337     23.4002     22.6482    0.752022    0.317594   0.0184657     18
 9338     23.4001     22.6481    0.752023    0.300243  0.00943437     19
 9339     23.3993     22.6473    0.752044    0.508818    0.190054     20
 9340     23.3989     22.6468    0.752043    0.340575   0.0118784     21
 9341     23.3987     22.6466    0.752044    0.304529  0.00586016     22
 9342     23.3986     22.6466    0.752046    0.311641   0.0174462     23
 9343     23.3985     22.6464    0.752047     0.31054   0.0140915     24
 9344     23.3984     22.6463    0.752049    0.308405   0.0167779     25
 9345     23.3983     22.6462     0.75205    0.313271    0.015707     26
 9346     23.3982     22.6461    0.752052    0.306066   0.0148653     27
 9347     23.3981      22.646    0.752053    0.317264   0.0181705     28
 9348      23.398     22.6459    0.752054    0.300073  0.00929069     29
 9349     23.3971      22.645    0.752078    0.499193    0.210492      0
 9350     23.3967     22.6446    0.752077    0.364689   0.0131558      1
 9351     23.3964     22.6444    0.752078    0.307952  0.00582352      2
 9352     23.3964     22.6443    0.752078    0.302347  0.00814909      3
 9353     23.3962     22.6442    0.752081    0.332769   0.0295405      4
 9354     23.3961     22.6441    0.752083    0.311849   0.0140874      5
 9355      23.396      22.644    0.752084    0.307562   0.0112006      6
 9356     23.3959     22.6438    0.752086      0.3128   0.0206305      7
 9357     23.3958     22.6437    0.752087    0.302662   0.0105085      8
 9358     23.3956     22.6435    0.752094    0.362623   0.0648498      9
 9359     23.3953     22.6432    0.752094    0.301322  0.00898322     10
 9360      23.395     22.6429    0.752103    0.379339   0.0814104     11
 9361     23.3947     22.6426    0.752103      0.3021  0.00921214     12
 9362     23.3946     22.6424    0.752108    0.342068   0.0429697     13
 9363     23.3944     22.6423    0.752108    0.299915  0.00807319     14
 9364     23.3735     22.6207    0.752738     2.13906     5.73479     15
 9365     23.3584     22.6057    0.752708    0.780827  0.00560038     16
 9366     23.3562     22.6035    0.752709    0.321681  0.00770052      0
 9367     23.3561     22.6034    0.752711     0.30296   0.0144634      0
 9368      23.356     22.6033    0.752713    0.315355   0.0189527      1
 9369     23.3559     22.6032    0.752713    0.298638   0.0096538      2
 9370     23.3553     22.6026     0.75273    0.472333    0.171163      3
 9371     23.3549     22.6022     0.75273    0.310933   0.0106977      4
 9372     23.3548     22.6021     0.75273    0.298954   0.0055498      5
 9373     23.3318     22.5784     0.75342     2.30478     6.95874      0
 9374     23.3127     22.5593     0.75338    0.515304  0.00679565      1
 9375     23.3118     22.5585    0.753381    0.301551   0.0094395      0
 9376     23.3117     22.5583    0.753384    0.323038   0.0342182      1
 9377     23.3116     22.5582    0.753385    0.298428  0.00728892      2
 9378      23.311     22.5576    0.753401    0.460493     0.16514      0
 9379     23.3106     22.5572    0.753401    0.310038   0.0108084      1
 9380     23.3105     22.5571    0.753402    0.298295   0.0055994      2
 9381     23.2924     22.5385    0.753893     1.57375     4.95552      0
 9382     23.2825     22.5286    0.753872    0.512426  0.00854561      1
 9383     23.2802     22.5263    0.753878    0.315163   0.0309778      0
 9384     23.2798      22.526    0.753884    0.324473   0.0612852      1
 9385     23.2797     22.5258    0.753885    0.302411   0.0113557      2
 9386     23.2796     22.5257    0.753888    0.316845   0.0281771      3
 9387     23.2794     22.5256    0.753889    0.311139   0.0137469      4
 9388     23.2794     22.5255     0.75389    0.300331   0.0116446      5
 9389     23.2793     22.5254    0.753892    0.320719    0.024231      6
 9390     23.2792     22.5253    0.753893    0.300347   0.0120511      7
 9391      23.279     22.5252    0.753895    0.320873   0.0241264      8
 9392     23.2789     22.5251    0.753896    0.300332    0.012006      9
 9393     23.2788     22.5249    0.753898    0.321677   0.0247572     10
 9394     23.2787     22.5248    0.753899    0.300966   0.0122777     11
 9395     23.2786     22.5247    0.753901     0.31714   0.0214395     12
 9396     23.2785     22.5246    0.753902    0.298522   0.0108168     13
 9397     23.2783     22.5244    0.753907     0.35767   0.0555651     14
 9398     23.2782     22.5243    0.753907    0.297855   0.0089599     15
 9399     23.2773     22.5234    0.753931     0.52743    0.251328     16
 9400     23.2766     22.5227    0.753931    0.300029  0.00792488     17
 9401     23.2762     22.5223    0.753942    0.401729    0.117762      0
 9402     23.2759      22.522    0.753942    0.312575   0.0108608      1
 9403     23.2759     22.5219    0.753943    0.297886  0.00556834      2
 9404     23.2731     22.5191    0.754018    0.783481    0.788486      0
 9405     23.2717     22.5177    0.754013    0.429486   0.0123201      1
 9406     23.2712     22.5172    0.754014    0.299455  0.00429716      2
 9407     23.2711     22.5171    0.754016    0.305953   0.0150132      3
 9408      23.271      22.517    0.754017     0.31233   0.0179718      0
 9409      23.271     22.5169    0.754018    0.297813  0.00915998      1
 9410       23.27      22.516    0.754046    0.550966    0.285765      0
 9411     23.2692     22.5152    0.754045     0.29971  0.00801827      1
 9412     23.2687     22.5147     0.75406    0.432174    0.154696      0
 9413     23.2683     22.5143    0.754059    0.319188   0.0110728      1
 9414     23.2682     22.5142     0.75406    0.297713  0.00562467      2
 9415     23.2677     22.5136    0.754075    0.452976    0.156362      3
 9416     23.2673     22.5133    0.754075    0.310614   0.0109275      4
 9417     23.2673     22.5132    0.754075    0.298435  0.00565255      5
 9418     23.2459     22.4911    0.754742     2.16015     6.80684      0
 9419     23.2289     22.4742    0.754708    0.573621   0.0066473      1
 9420     23.2275     22.4728    0.754709    0.349932   0.0112206      0
 9421     23.2272     22.4725     0.75471     0.33459   0.0115519      1
 9422      23.227     22.4723     0.75471     0.32451   0.0131076      2
 9423     23.2268     22.4721    0.754711    0.306277   0.0119375      3
 9424     23.2267      22.472    0.754713    0.316081   0.0173531      4
 9425     23.2266     22.4719    0.754714    0.295399  0.00886602      5
 9426     23.2261     22.4714    0.754724     0.38323    0.113503      6
 9427     23.2259     22.4712    0.754725    0.314139   0.0120708      7
 9428     23.2258     22.4711    0.754726    0.314186   0.0124557      8
 9429     23.2257      22.471    0.754727    0.308134   0.0165576      9
 9430     23.2256     22.4709    0.754729    0.311756   0.0159991     10
 9431     23.2255     22.4708     0.75473    0.303817   0.0150069     11
 9432     23.2254     22.4707    0.754732    0.313641   0.0186018     12
 9433     23.2253     22.4706    0.754733    0.298136  0.00947676     13
 9434     23.2246     22.4698    0.754754    0.478261    0.214708      0
 9435     23.2243     22.4695    0.754753    0.357833   0.0134192      1
 9436      23.224     22.4693    0.754754     0.30415  0.00594504      2
 9437      23.224     22.4692    0.754754    0.298256   0.0079336      3
 9438     23.2238     22.4691    0.754758    0.336876    0.038365      0
 9439     23.2237      22.469    0.754759    0.298158  0.00766353      1
 9440     23.2216     22.4668    0.754825    0.739445     0.67285      0
 9441       23.22     22.4652     0.75482    0.350267   0.0105133      1
 9442     23.2198      22.465    0.754821     0.30072  0.00512845      2
 9443     23.2197     22.4649    0.754823    0.313884   0.0174425      3
 9444     23.2196     22.4648    0.754824    0.301625    0.013806      4
 9445     23.2195     22.4647    0.754826    0.315414   0.0208191      5
 9446     23.2195     22.4646    0.754827    0.298083   0.0105332      6
 9447     23.2192     22.4644    0.754834    0.374797   0.0740917      7
 9448      23.219     22.4641    0.754834    0.297604  0.00930736      8
 9449     23.2187     22.4639    0.754841    0.375021   0.0726749      9
 9450     23.2185     22.4637    0.754841    0.297688  0.00924391     10
 9451     23.2182     22.4634    0.754849    0.385303   0.0837729     11
 9452      23.218     22.4631     0.75485    0.297799  0.00934913     12
 9453     23.2178     22.4629    0.754855    0.359628   0.0575381     13
 9454     23.2176     22.4628    0.754856    0.297469  0.00903609     14
 9455      23.217     22.4621    0.754875    0.482028    0.197311     15
 9456     23.2166     22.4617    0.754874    0.337334    0.012332     16
 9457     23.2164     22.4615    0.754875     0.30189  0.00600927     17
 9458     23.2164     22.4615    0.754876    0.305152   0.0156174     18
 9459     23.2163     22.4614    0.754878    0.308561   0.0156395     19
 9460     23.2162     22.4613    0.754879      0.3027   0.0154577     20
 9461     23.2161     22.4612    0.754881    0.311762   0.0179643     21
 9462      23.216     22.4611    0.754882    0.301015   0.0137059     22
 9463     23.2159      22.461    0.754884    0.314485   0.0206685     23
 9464     23.2158     22.4609    0.754885    0.297754   0.0104677     24
 9465     23.2155     22.4606    0.754892    0.382771   0.0820413     25
 9466     23.2153     22.4604    0.754893    0.297657  0.00923394     26
 9467      23.215     22.4601      0.7549    0.378193   0.0760772     27
 9468     23.2148     22.4599      0.7549    0.297629  0.00923788     28
 9469     23.2145     22.4596    0.754908    0.381635   0.0806871     29
 9470     23.2143     22.4594    0.754909    0.297651  0.00925522     30
 9471      23.214     22.4591    0.754916    0.378321   0.0762673     31
 9472     23.2138     22.4589    0.754916    0.297625  0.00923942     32
 9473     23.2135     22.4586    0.754924    0.382051   0.0807006     33
 9474     23.2133     22.4584    0.754924    0.297627  0.00923111     34
 9475      23.213     22.4581    0.754932    0.381623   0.0796027     35
 9476     23.2128     22.4579    0.754932    0.297604  0.00920688     36
 9477     23.2125     22.4576     0.75494     0.38494   0.0834374     37
 9478     23.2123     22.4573    0.754941    0.297754  0.00932699     38
 9479     23.2121     22.4571    0.754946     0.36279   0.0607169     39
 9480     23.2119     22.4569    0.754947    0.297473  0.00913146     40
 9481     23.2114     22.4565     0.75496    0.436383    0.140024     41
 9482     23.2111     22.4561     0.75496    0.309503   0.0110703     42
 9483      23.211     22.4561    0.754961    0.297761  0.00571913     43
 9484     23.1663       22.41    0.756204     2.74755     12.6537      0
 9485     23.1384     22.3823    0.756134    0.305398  0.00823255      1
 9486     23.1383     22.3822    0.756136    0.309959   0.0173138      0
 9487     23.1383     22.3821    0.756137     0.30058   0.0137815      1
 9488     23.1382      22.382    0.756139    0.314042   0.0207799      2
 9489     23.1381     22.3819     0.75614    0.297311   0.0105141      3
 9490     23.1378     22.3817    0.756147    0.375992     0.07738      4
 9491     23.1376     22.3815    0.756147    0.297306  0.00938678      5
 9492     23.1374     22.3812    0.756153    0.361072   0.0609043      6
 9493     23.1372     22.3811    0.756154    0.297083  0.00921304      7
 9494     23.1368     22.3807    0.756164    0.414688    0.118238      8
 9495     23.1365     22.3804    0.756165    0.305107   0.0108904      9
 9496     23.1365     22.3803    0.756165    0.303655  0.00956057     10
 9497     23.1364     22.3802    0.756167    0.307167   0.0206533     11
 9498     23.1363     22.3801    0.756168    0.299135   0.0105006     12
 9499      23.136     22.3799    0.756176     0.36186   0.0799069     13
 9500     23.1358     22.3796    0.756176    0.300179  0.00966026     14
 9501     23.1357     22.3795    0.756178    0.315207   0.0266612     15
 9502     23.1356     22.3794    0.756179    0.307227   0.0131315     16
 9503     23.1355     22.3793    0.756181    0.301419   0.0139335     17
 9504     23.1354     22.3793    0.756182    0.312799   0.0193376     18
 9505     23.1354     22.3792    0.756183    0.297055  0.00982432     19
 9506     23.1349     22.3787    0.756198    0.448932    0.159354      0
 9507     23.1345     22.3783    0.756198    0.311182   0.0111333      1
 9508     23.1344     22.3782    0.756198    0.297504  0.00573837      2
 9509     23.1323      22.376    0.756265    0.746342    0.720295      3
 9510     23.1307     22.3744     0.75626    0.383219   0.0112546      4
 9511     23.1304     22.3742    0.756262    0.299683  0.00483175      5
 9512     23.1304     22.3741    0.756263    0.304254   0.0102593      6
 9513     23.1303      22.374    0.756265    0.308267   0.0220966      7
 9514     23.1302     22.3739    0.756265    0.300323   0.0111725      8
 9515       23.13     22.3738    0.756269    0.323223   0.0405005      9
 9516     23.1299     22.3736     0.75627     0.29704  0.00819195     10
 9517     23.1148      22.358     0.75675     1.90908      5.1238     11
 9518     23.1034     22.3467    0.756732    0.837761  0.00500372     12
 9519     23.1008     22.3441    0.756733    0.296705  0.00915694      0
 9520     23.0974     22.3406    0.756843    0.943218     1.13506      0
 9521     23.0945     22.3377    0.756837    0.318719  0.00750007      1
 9522     23.0944     22.3376    0.756839    0.301789   0.0146682      0
 9523     23.0943     22.3375     0.75684    0.313028   0.0190568      1
 9524     23.0942     22.3374    0.756841    0.297443  0.00969367      2
 9525     23.0936     22.3368    0.756859    0.474872    0.193751      0
 9526     23.0932     22.3364    0.756859    0.330019   0.0121095      1
 9527     23.0931     22.3362    0.756859    0.299745  0.00600544      2
 9528      23.093     22.3361    0.756861    0.308923   0.0217697      3
 9529     23.0929      22.336    0.756862    0.299664   0.0110191      4
 9530     23.0927     22.3359    0.756867    0.333153   0.0488237      5
 9531     23.0926     22.3357    0.756867    0.297597  0.00891962      6
 9532     23.0919      22.335    0.756891    0.491795    0.248794      7
 9533     23.0912     22.3343     0.75689    0.296905  0.00804088      8
 9534     23.0907     22.3338    0.756903    0.435029    0.143183      0
 9535     23.0904     22.3335    0.756903    0.310093   0.0112053      1
 9536     23.0903     22.3334    0.756904     0.29729  0.00577683      2
 9537     23.0776     22.3202    0.757313     1.70974      4.3005      0
 9538     23.0667     22.3095    0.757287    0.322428  0.00867061      1
 9539     23.0664     22.3091    0.757292    0.338877   0.0201067      2
 9540     23.0663      22.309    0.757292    0.303038  0.00968911      3
 9541     23.0662     22.3089    0.757294     0.30763   0.0186274      4
 9542     23.0661     22.3088    0.757295    0.297385  0.00950967      5
 9543     23.0656     22.3083    0.757312    0.429265    0.171753      6
 9544     23.0652     22.3079    0.757311    0.329657   0.0118817      7
 9545     23.0651     22.3078    0.757312    0.299715  0.00593707      8
 9546     23.0649     22.3076    0.757316     0.34603   0.0538047      9
 9547     23.0647     22.3074    0.757317    0.296368  0.00934061     10
 9548     23.0643      22.307    0.757331    0.428641     0.14245     11
 9549      23.064     22.3066    0.757331    0.313573   0.0115742     12
 9550     23.0639     22.3066    0.757331    0.298764  0.00596232     13
 9551      23.063     22.3056    0.757356    0.436792    0.300368     14
 9552     23.0623      22.305    0.757357    0.317452  0.00996337     15
 9553     23.0621     22.3047    0.757361    0.319669   0.0290856     16
 9554      23.062     22.3046    0.757362    0.313309    0.013944     17
 9555     23.0619     22.3045    0.757363    0.296275  0.00712408     18
 9556     23.0595     22.3021    0.757442     0.68542    0.778726      0
 9557      23.058     22.3006    0.757436    0.392872   0.0121676      1
 9558     23.0577     22.3003    0.757437    0.334164  0.00620512      2
 9559     23.0575        22.3    0.757437    0.324006   0.0207695      3
 9560     23.0573     22.2999    0.757437    0.303904   0.0104827      4
 9561     23.0572     22.2997     0.75744    0.320423   0.0360578      5
 9562     23.0571     22.2996    0.757441    0.296695  0.00756698      6
 9563     23.0562     22.2988    0.757466    0.530378    0.274215      0
 9564     23.0555      22.298    0.757466    0.298722  0.00807923      1
 9565      23.055     22.2975     0.75748    0.411836    0.156409      0
 9566     23.0547     22.2972     0.75748    0.329513   0.0122718      1
 9567     23.0546     22.2971    0.757481    0.298595  0.00611784      2
 9568     23.0544     22.2969    0.757486    0.343976   0.0500415      3
 9569     23.0542     22.2967    0.757486    0.297107  0.00904119      4
 9570     23.0534     22.2959    0.757512    0.501414     0.27818      0
 9571     23.0527     22.2952    0.757512    0.306134  0.00862065      1
 9572     23.0524     22.2949    0.757518    0.312051   0.0586807      0
 9573     23.0522     22.2946     0.75752     0.30013   0.0295912      1
 9574      23.052     22.2945    0.757522    0.320746   0.0272094      2
 9575     23.0519     22.2944    0.757523     0.30204   0.0133594      3
 9576     23.0519     22.2943    0.757525    0.308559   0.0157877      4
 9577     23.0518     22.2943    0.757526    0.301226   0.0149693      5
 9578     23.0517     22.2942    0.757527    0.311819   0.0189017      6
 9579     23.0516     22.2941    0.757528    0.296691   0.0096152      7
 9580      23.051     22.2934    0.757548    0.484325     0.20722      0
 9581     23.0506     22.2931    0.757547     0.35072   0.0129513      1
 9582     23.0504     22.2929    0.757548    0.303416  0.00596124      2
 9583     23.0504     22.2928    0.757549    0.298846  0.00898976      3
 9584     23.0502     22.2927    0.757552    0.327615   0.0325879      0
 9585     23.0501     22.2926    0.757552    0.298442  0.00690332      1
 9586     23.0497     22.2921    0.757566    0.420687    0.149731      0
 9587     23.0493     22.2917    0.757566    0.320176   0.0113851      1
 9588     23.0492     22.2917    0.757567    0.296767  0.00575023      2
 9589     23.0489     22.2913    0.757577    0.410513    0.115513      3
 9590     23.0486      22.291    0.757578    0.304175    0.010866      4
 9591     23.0485     22.2909    0.757579    0.303651  0.00990161      5
 9592     23.0484     22.2908     0.75758    0.306138   0.0200654      6
 9593     23.0483     22.2907    0.757581    0.298393   0.0102202      7
 9594      23.048     22.2904     0.75759    0.360052   0.0926202      8
 9595     23.0478     22.2902     0.75759     0.30221   0.0103442      9
 9596     23.0477     22.2901    0.757592    0.303875   0.0155899     10
 9597     23.0476       22.29    0.757593    0.307513   0.0156807     11
 9598     23.0475     22.2899    0.757594    0.301802   0.0155873     12
 9599     23.0474     22.2898    0.757596    0.310485   0.0179025     13
 9600     23.0474     22.2898    0.757597    0.300183    0.013834     14
 9601     23.0473     22.2897    0.757599    0.313815   0.0208574     15
 9602     23.0472     22.2896      0.7576    0.297016   0.0105484     16
 9603     23.0469     22.2893    0.757607    0.372454   0.0746612     17
 9604     23.0467     22.2891    0.757607    0.297021  0.00943972     18
 9605     23.0465     22.2889    0.757612    0.357348    0.058141     19
 9606     23.0464     22.2887    0.757613    0.296703   0.0091618     20
 9607     23.0459     22.2883    0.757627    0.437269    0.146516     21
 9608     23.0456     22.2879    0.757627    0.310392   0.0112355     22
 9609     23.0455     22.2878    0.757627    0.297135  0.00578843     23
 9610     23.0428     22.2851    0.757704    0.739297    0.819651     24
 9611     23.0416     22.2839    0.757698    0.463721    0.012807     25
 9612      23.041     22.2833    0.757699    0.298656  0.00348935     26
 9613     23.0406     22.2829    0.757712    0.401212    0.125516      0
 9614     23.0403     22.2826    0.757711    0.314639   0.0112091      1
 9615     23.0402     22.2825    0.757712     0.29662  0.00571185      2
 9616     23.0391     22.2814    0.757742    0.538092    0.323523      0
 9617     23.0384     22.2806    0.757742    0.297786  0.00825608      1
 9618     23.0373     22.2795    0.757775    0.558301    0.352442      0
 9619     23.0364     22.2786    0.757774    0.296674  0.00799013      1
 9620     23.0361     22.2783    0.757781    0.358259   0.0724105      0
 9621     23.0359     22.2781    0.757781    0.298094   0.0102441      1
 9622     23.0358      22.278    0.757784    0.327634   0.0308506      2
 9623     23.0357     22.2779    0.757785     0.29903  0.00662131      3
 9624     23.0354     22.2776    0.757794    0.379915    0.100194      0
 9625     23.0351     22.2773    0.757794    0.304957   0.0104161      1
 9626      23.035     22.2772    0.757795    0.300207   0.0107377      2
 9627     23.0349     22.2771    0.757797    0.314137   0.0209324      3
 9628     23.0349     22.2771    0.757798    0.297019   0.0105784      4
 9629     23.0346     22.2768    0.757804    0.367799   0.0699466      5
 9630     23.0344     22.2766    0.757805    0.296959  0.00943808      6
 9631     23.0342     22.2764    0.757811    0.362177   0.0630394      7
 9632      23.034     22.2762    0.757811    0.296774  0.00929947      8
 9633     23.0337     22.2759    0.757819    0.374246   0.0842764      9
 9634     23.0335     22.2757     0.75782    0.297505  0.00983559     10
 9635     23.0334     22.2756    0.757823    0.331378   0.0343631     11
 9636     23.0333     22.2755    0.757823    0.298199  0.00717052     12
 9637     23.0327     22.2749    0.757839    0.417348    0.162457      0
 9638     23.0324     22.2746    0.757839    0.325935   0.0119256      1
 9639     23.0323     22.2745    0.757839    0.297062  0.00594441      2
 9640     23.0321     22.2743    0.757844    0.350708   0.0538713      3
 9641      23.032     22.2741    0.757845    0.296629  0.00909223      4
 9642     23.0313     22.2734    0.757864    0.470415    0.205996      5
 9643     23.0309     22.2731    0.757864    0.342293   0.0128747      6
 9644     23.0307     22.2729    0.757864    0.302313  0.00611509      7
 9645     23.0307     22.2728    0.757865    0.300742   0.0115677      8
 9646     23.0306     22.2727    0.757867    0.312644   0.0200138      9
 9647     23.0305     22.2727    0.757868     0.29678   0.0101502     10
 9648     23.0302     22.2723    0.757876    0.375405   0.0919862     11
 9649       23.03     22.2721    0.757877    0.298047   0.0101132     12
 9650     23.0299      22.272    0.757879    0.322321   0.0259383     13
 9651     23.0298     22.2719     0.75788    0.300901   0.0127625     14
 9652     23.0297     22.2718    0.757882    0.310731   0.0175293     15
 9653     23.0296     22.2717    0.757883    0.300078   0.0137674     16
 9654     23.0295     22.2716    0.757885    0.313366   0.0207571     17
 9655     23.0294     22.2715    0.757886    0.296927   0.0105062     18
 9656     23.0292     22.2713    0.757893    0.378292   0.0807186     19
 9657     23.0289      22.271    0.757893    0.296973  0.00939332     20
 9658     23.0287     22.2708    0.757899    0.357388   0.0580817     21
 9659     23.0286     22.2707    0.757899    0.296662  0.00915397     22
 9660     23.0281     22.2702    0.757913     0.43965     0.14945     23
 9661     23.0277     22.2698    0.757913    0.310646   0.0112334     24
 9662     23.0277     22.2697    0.757914    0.297125  0.00578615     25
 9663     23.0253     22.2673    0.757989    0.781253     0.80615     26
 9664     23.0239     22.2659    0.757983    0.474659   0.0125961     27
 9665     23.0233     22.2653    0.757984    0.300536  0.00332113     28
 9666     23.0231     22.2651    0.757989    0.337238   0.0528184      0
